ID,Generic Name,Brand Name,Therapeutic Class,Broad Category,Description,Indication
RAW_0694,imlunestrant,Inluriyo,Estrogen Receptor Antagonist [EPC],Endocrine & Metabolic,FDA Approved Prescription Drug. Manufactured by Eli Lilly And Co. Formulation: Tablet for Oral administration.,Used as a therapeutic agent for indications related to: Estrogen Receptor Antagonist [EPC].
RAW_0695,inavolisib,Itovebi,Kinase Inhibitor [EPC],Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Genentech Inc. Formulation: Tablet for Oral administration.,Used as a therapeutic agent for indications related to: Kinase Inhibitor [EPC].
RAW_0696,inclisiran,Leqvio,Unknown Class,Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Novartis. Formulation: Solution for Subcutaneous administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0697,incobotulinumtoxina,Xeomin,Acetylcholine Release Inhibitor [EPC],Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Merz Pharms. Formulation: Injectable for Injection administration.,Used as a therapeutic agent for indications related to: Acetylcholine Release Inhibitor [EPC].
RAW_0698,indigotindisulfonate sodium,Bludigo,Unknown Class,Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Provepharm Sas. Formulation: Solution for Intravenous administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0699,indocyanine green,"Ic-Green, Spy Agent Green Kit",Unknown Class,Miscellaneous / Other,"FDA Approved Prescription Drug. Manufactured by Novadaq Tech. Formulation: Powder for Intravenous, Interstitial administration.",Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0700,indomethacin,Indocin,Nonsteroidal Anti-inflammatory Drug [EPC],Endocrine & Metabolic,FDA Approved Prescription Drug. Manufactured by Cosette. Formulation: Suppository for Rectal administration.,Used as a therapeutic agent for indications related to: Nonsteroidal Anti-inflammatory Drug [EPC].
RAW_0701,inebilizumab,Uplizna,CD19-directed Cytolytic Antibody [EPC],Oncology & Immunology,FDA Approved Prescription Drug. Manufactured by Viela Bio. Formulation: Injectable for Injection administration.,Used as a therapeutic agent for indications related to: CD19-directed Cytolytic Antibody [EPC].
RAW_0702,infliximab,"Avsola, Inflectra, Ixifi, Renflexis, Zymfentra",Tumor Necrosis Factor Blocker [EPC],Oncology & Immunology,FDA Approved Prescription Drug. Manufactured by Amgen Inc. Formulation: Injectable for Injection administration.,Used as a therapeutic agent for indications related to: Tumor Necrosis Factor Blocker [EPC].
RAW_0703,inotuzumab ozogamicin,Besponsa,CD22-directed Immunoconjugate [EPC],Oncology & Immunology,"FDA Approved Prescription Drug. Manufactured by Wyeth Pharms Inc. Formulation: Powder, For Injection Solution, Lyophilized Powder for Oral administration.",Used as a therapeutic agent for indications related to: CD22-directed Immunoconjugate [EPC].
RAW_0704,insulin aspart,Merilog,Insulin Analog [EPC],Endocrine & Metabolic,FDA Approved Prescription Drug. Manufactured by Sanofi-Aventis U.S. Llc. Formulation: Injection for Solution administration.,Used as a therapeutic agent for indications related to: Insulin Analog [EPC].
RAW_0705,insulin aspart injection,Fiasp,Insulin Analog [EPC],Endocrine & Metabolic,FDA Approved Prescription Drug. Manufactured by Novo. Formulation: Solution for Subcutaneous administration.,Used as a therapeutic agent for indications related to: Insulin Analog [EPC].
RAW_0706,insulin degludec,Tresiba,Insulin Analog [EPC],Endocrine & Metabolic,FDA Approved Prescription Drug. Manufactured by Novo. Formulation: Solution for Subcutaneous administration.,Used as a therapeutic agent for indications related to: Insulin Analog [EPC].
RAW_0707,insulin detemir,Levemir,Insulin Analog [EPC],Endocrine & Metabolic,FDA Approved Prescription Drug. Manufactured by Novo Nordisk. Formulation: Injectable for Injection administration.,Used as a therapeutic agent for indications related to: Insulin Analog [EPC].
RAW_0708,insulin glargine,"Basaglar Kwikpen, Langlara, Lantus Solostar, Rezvoglar Kwikpen, Semglee, Toujeo",Insulin Analog [EPC],Endocrine & Metabolic,FDA Approved Prescription Drug. Manufactured by Eli Lilly Co. Formulation: Injectable for Injection administration.,Used as a therapeutic agent for indications related to: Insulin Analog [EPC].
RAW_0709,insulin glulisine,Apidra,Insulin Analog [EPC],Endocrine & Metabolic,FDA Approved Prescription Drug. Manufactured by Sanofi Aventis Us. Formulation: Injectable for Subcutaneous administration.,Used as a therapeutic agent for indications related to: Insulin Analog [EPC].
RAW_0710,insulin human,"Humulin R, Myxredlin",Insulin [EPC],Endocrine & Metabolic,FDA Approved Prescription Drug. Manufactured by Lilly. Formulation: Injectable for Injection administration.,Used as a therapeutic agent for indications related to: Insulin [EPC].
RAW_0711,insulin icodec,Awiqli,Unknown Class,Endocrine & Metabolic,FDA Approved Prescription Drug. Manufactured by Novo Nordisk Inc. Formulation: Injection for Solution administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0712,insulin lispro,"Admelog, Humalog Kwikpen, Lyumjev",Insulin Analog [EPC],Endocrine & Metabolic,"FDA Approved Prescription Drug. Manufactured by Sanofi-Aventis Us. Formulation: Solution for Intravenous, Subcutaneous administration.",Used as a therapeutic agent for indications related to: Insulin Analog [EPC].
RAW_0713,insulin recombinant human,Afrezza,Unknown Class,Endocrine & Metabolic,FDA Approved Prescription Drug. Manufactured by Mannkind. Formulation: Powder for Inhalation administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0714,iodixanol,Visipaque,Radiographic Contrast Agent [EPC],Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Ge Healthcare. Formulation: Injectable for Injection administration.,Used as a therapeutic agent for indications related to: Radiographic Contrast Agent [EPC].
RAW_0715,iohexol,Omnipaque,Radiographic Contrast Agent [EPC],Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Ge Healthcare. Formulation: Injectable for Injection administration.,Used as a therapeutic agent for indications related to: Radiographic Contrast Agent [EPC].
RAW_0716,iomeprol,Iomervu,Unknown Class,Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Bracco. Formulation: Solution for Intravenous administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0717,iomeprol injection,Iomervu,Radiographic Contrast Agent [EPC],Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Bracco. Formulation: Solution for Intra-Arterial administration.,Used as a therapeutic agent for indications related to: Radiographic Contrast Agent [EPC].
RAW_0718,iopromide,Ultravist,Radiographic Contrast Agent [EPC],Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Bayer Hlthcare. Formulation: Injectable for Injection administration.,Used as a therapeutic agent for indications related to: Radiographic Contrast Agent [EPC].
RAW_0719,iothalamate meglumine,"Conray, Cysto-Conray Ii",Unknown Class,Respiratory & Allergy,FDA Approved Prescription Drug. Manufactured by Liebel-Flarsheim. Formulation: Solution for Intravesical administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0720,ipilimumab,Yervoy,CTLA-4-directed Blocking Antibody [EPC],Oncology & Immunology,FDA Approved Prescription Drug. Manufactured by Bristol Myers Squibb. Formulation: Injectable for Injection administration.,Used as a therapeutic agent for indications related to: CTLA-4-directed Blocking Antibody [EPC].
RAW_0721,ipratropium bromide,Atrovent Hfa,Unknown Class,Miscellaneous / Other,"FDA Approved Prescription Drug. Manufactured by Boehringer Ingelheim. Formulation: Aerosol, Metered for Inhalation administration.",Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0722,ipratropium bromide and albuterol,Combivent Respimat,Unknown Class,Respiratory & Allergy,"FDA Approved Prescription Drug. Manufactured by Boehringer Ingelheim. Formulation: Spray, Metered for Inhalation administration.",Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0723,iptacopan,Fabhalta,Unknown Class,Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Novartis. Formulation: Capsule for Oral administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0724,irbesartan,Avapro,Angiotensin 2 Receptor Blocker [EPC],Cardiovascular System,FDA Approved Prescription Drug. Manufactured by Sanofi Aventis Us. Formulation: Tablet for Oral administration.,Used as a therapeutic agent for indications related to: Angiotensin 2 Receptor Blocker [EPC].
RAW_0725,irbesartan and hydrochlorothiazide,Avalide,Thiazide Diuretic [EPC],Cardiovascular System,FDA Approved Prescription Drug. Manufactured by Sanofi Aventis Us. Formulation: Tablet for Oral administration.,Used as a therapeutic agent for indications related to: Thiazide Diuretic [EPC].
RAW_0726,irinotecan hydrochloride,"Camptosar, Onivyde",Unknown Class,Miscellaneous / Other,"FDA Approved Prescription Drug. Manufactured by Ipsen. Formulation: Injectable, Liposomal for Intravenous administration.",Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0727,iron dextran,Infed,Unknown Class,Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Allergan. Formulation: Injectable for Injection administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0728,iron sucrose,Venofer,Parenteral Iron Replacement [EPC],Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Am Regent. Formulation: Injectable for Intravenous administration.,Used as a therapeutic agent for indications related to: Parenteral Iron Replacement [EPC].
RAW_0729,isatuximab,Sarclisa,CD38-directed Cytolytic Antibody [EPC],Oncology & Immunology,FDA Approved Prescription Drug. Manufactured by Sanofi Aventis Us. Formulation: Injectable for Injection administration.,Used as a therapeutic agent for indications related to: CD38-directed Cytolytic Antibody [EPC].
RAW_0730,isavuconazonium sulfate,Cresemba,Unknown Class,Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Astellas. Formulation: Capsule for Oral administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0731,islelizumab,Tevimbra,Unknown Class,Oncology & Immunology,FDA Approved Prescription Drug. Manufactured by Beigene. Formulation: Injectable for Injection administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0732,isocarboxazid,Marplan,Monoamine Oxidase Inhibitor [EPC],Gastrointestinal System,FDA Approved Prescription Drug. Manufactured by Lifsa Drugs. Formulation: Tablet for Oral administration.,Used as a therapeutic agent for indications related to: Monoamine Oxidase Inhibitor [EPC].
RAW_0733,isoflurane,"Forane, Terrell",General Anesthetic [EPC],Central Nervous System,FDA Approved Prescription Drug. Manufactured by Baxter Hlthcare. Formulation: Liquid for Inhalation administration.,Used as a therapeutic agent for indications related to: General Anesthetic [EPC].
RAW_0734,isotretinoin,"Absorica, Absorica Ld, Amnesteem, Claravis, Zenatane",Retinoid [EPC],Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Teva Pharms Usa. Formulation: Capsule for Oral administration.,Used as a therapeutic agent for indications related to: Retinoid [EPC].
RAW_0735,istradefylline,Nourianz,Unknown Class,Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Kyowa Kirin. Formulation: Tablet for Oral administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0736,itraconazole,"Sporanox, Tolsura",Azole Antifungal [EPC],Antimicrobials & Infectious Diseases,FDA Approved Prescription Drug. Manufactured by Janssen Pharms. Formulation: Capsule for Oral administration.,Used as a therapeutic agent for indications related to: Azole Antifungal [EPC].
RAW_0737,ivacaftor,Kalydeco,Cystic Fibrosis Transmembrane Conductance Regulator Potentiator [EPC],Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Vertex Pharms Inc. Formulation: Granule for Oral administration.,Used as a therapeutic agent for indications related to: Cystic Fibrosis Transmembrane Conductance Regulator Potentiator [EPC].
RAW_0738,ivermectin,"Soolantra, Stromectol",Antiparasitic [EPC],Antimicrobials & Infectious Diseases,FDA Approved Prescription Drug. Manufactured by Galderma Labs Lp. Formulation: Cream for Topical administration.,Used as a therapeutic agent for indications related to: Antiparasitic [EPC].
RAW_0739,ivosidenib,Tibsovo,Isocitrate Dehydrogenase 1 Inhibitor [EPC],Oncology & Immunology,FDA Approved Prescription Drug. Manufactured by Servier. Formulation: Tablet for Oral administration.,Used as a therapeutic agent for indications related to: Isocitrate Dehydrogenase 1 Inhibitor [EPC].
RAW_0740,ixabepilone,Ixempra,Unknown Class,Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by R-Pharm Us Llc. Formulation: Injectable for Intravenous administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0741,ixazomib,Ninlaro,Unknown Class,Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Takeda Pharms Usa. Formulation: Capsule for Oral administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0742,ixekizumab,Taltz,Interleukin-17A Antagonist [EPC],Oncology & Immunology,FDA Approved Prescription Drug. Manufactured by Eli Lilly And Co. Formulation: Injectable for Injection administration.,Used as a therapeutic agent for indications related to: Interleukin-17A Antagonist [EPC].
RAW_0743,ketamine hydrochloride,Ketalar,Unknown Class,Respiratory & Allergy,FDA Approved Prescription Drug. Manufactured by Ph Health. Formulation: Injectable for Injection administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0744,ketorolac promethazine,"Acular, Acular Ls, Acuvail, Ketorolac Tromethamine, Sprix",Unknown Class,Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Bionpharma. Formulation: Tablet for Oral administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0745,l and iolol,Rapiblyk,Unknown Class,Cardiovascular System,FDA Approved Prescription Drug. Manufactured by Aop Hlth Us. Formulation: Powder for Intravenous administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0746,lacosamide,"Motpoly Xr, Vimpat",Unknown Class,Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Ucb Inc. Formulation: Tablet for Oral administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0747,lactitol,Pizensy,Unknown Class,Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Braintree Labs. Formulation: Solution for Oral administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0748,lactulose,"Constulose, Enulose, Generlac, Kristalose",Osmotic Laxative [EPC],Gastrointestinal System,"FDA Approved Prescription Drug. Manufactured by Chartwell Rx. Formulation: Solution for Oral, Rectal administration.",Used as a therapeutic agent for indications related to: Osmotic Laxative [EPC].
RAW_0749,lamivudine,Epivir,Hepatitis B Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC],Respiratory & Allergy,FDA Approved Prescription Drug. Manufactured by Viiv Hlthcare. Formulation: Tablet for Oral administration.,Used as a therapeutic agent for indications related to: Hepatitis B Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC].
RAW_0750,lamotrigine,"Lamictal, Lamictal Odt, Lamictal Xr, Subvenite",Anti-epileptic Agent [EPC],Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Rubicon Research. Formulation: Tablet for Oral administration.,Used as a therapeutic agent for indications related to: Anti-epileptic Agent [EPC].
RAW_0751,lanadelumab,Takhzyro,Plasma Kallikrein Inhibitor [EPC],Gastrointestinal System,FDA Approved Prescription Drug. Manufactured by Dyax Corp.. Formulation: Solution for Subcutaneous administration.,Used as a therapeutic agent for indications related to: Plasma Kallikrein Inhibitor [EPC].
RAW_0752,lanreotide acetate,Somatuline Depot,Unknown Class,Endocrine & Metabolic,FDA Approved Prescription Drug. Manufactured by Ipsen Pharma. Formulation: Solution for Subcutaneous administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0753,lansoprazole,"Prevacid, Prevacid Solutab",Proton Pump Inhibitor [EPC],Gastrointestinal System,"FDA Approved Prescription Drug. Manufactured by Takeda Pharms Usa. Formulation: Tablet, Orally Disintegrating, Delayed Release for Oral administration.",Used as a therapeutic agent for indications related to: Proton Pump Inhibitor [EPC].
RAW_0754,lanthanum carbonate,Fosrenol,Unknown Class,Gastrointestinal System,"FDA Approved Prescription Drug. Manufactured by Takeda Pharms Usa. Formulation: Tablet, Chewable for Oral administration.",Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0755,lapatinib,"Tabrecta, Tykerb",Unknown Class,Oncology & Immunology,FDA Approved Prescription Drug. Manufactured by Novartis Pharm. Formulation: Tablet for Oral administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0756,laronidase,Aldurazyme,Hydrolytic Lysosomal Glycosaminoglycan-specific Enzyme [EPC],Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Biomarin. Formulation: Vial for Oral administration.,Used as a therapeutic agent for indications related to: Hydrolytic Lysosomal Glycosaminoglycan-specific Enzyme [EPC].
RAW_0757,larotrectinib,Vitrakvi,Kinase Inhibitor [EPC],Oncology & Immunology,FDA Approved Prescription Drug. Manufactured by Bayer Hlthcare. Formulation: Capsule for Oral administration.,Used as a therapeutic agent for indications related to: Kinase Inhibitor [EPC].
RAW_0758,latanoprostene bunod,Vyzulta,Unknown Class,Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Bausch And Lomb. Formulation: Solution/Drops for Ophthalmic administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0759,lazertinib,Lazcluze,Kinase Inhibitor [EPC],Oncology & Immunology,FDA Approved Prescription Drug. Manufactured by Janssen Biotech. Formulation: Tablet for Oral administration.,Used as a therapeutic agent for indications related to: Kinase Inhibitor [EPC].
RAW_0760,lebrikizumab,Ebglyss,Interleukin-13 Antagonist [EPC],Oncology & Immunology,FDA Approved Prescription Drug. Manufactured by Eli Lilly And Co. Formulation: Injectable for Injection administration.,Used as a therapeutic agent for indications related to: Interleukin-13 Antagonist [EPC].
RAW_0761,lecanemab,Leqembi,Amyloid Beta-directed Antibody [EPC],Oncology & Immunology,FDA Approved Prescription Drug. Manufactured by Eisai Inc. Formulation: Injectable for Injection administration.,Used as a therapeutic agent for indications related to: Amyloid Beta-directed Antibody [EPC].
RAW_0762,ledipasvir and sofosbuvir,Harvoni,Hepatitis C Virus NS5A Inhibitor [EPC],Antimicrobials & Infectious Diseases,FDA Approved Prescription Drug. Manufactured by Gilead Sciences Inc. Formulation: Pellets for Oral administration.,Used as a therapeutic agent for indications related to: Hepatitis C Virus NS5A Inhibitor [EPC].
RAW_0763,lefamulin acetate,Xenleta,Unknown Class,Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Hong Kong. Formulation: Tablet for Oral administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0764,leflunomide,Arava,Antirheumatic Agent [EPC],Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Sanofi Aventis Us. Formulation: Tablet for Oral administration.,Used as a therapeutic agent for indications related to: Antirheumatic Agent [EPC].
RAW_0765,lemborexant,Dayvigo,Orexin Receptor Antagonist [EPC],Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Eisai Inc. Formulation: Tablet for Oral administration.,Used as a therapeutic agent for indications related to: Orexin Receptor Antagonist [EPC].
RAW_0766,lenacapavir sodium,"Sunlenca, Yeztugo",Unknown Class,Antimicrobials & Infectious Diseases,FDA Approved Prescription Drug. Manufactured by Gilead Sciences Inc. Formulation: Solution for Subcutaneous administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0767,lenalidomide,Revlimid,Thalidomide Analog [EPC],Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Bristol Myers Squibb. Formulation: Capsule for Oral administration.,Used as a therapeutic agent for indications related to: Thalidomide Analog [EPC].
RAW_0768,leniolisib,Joenja,Unknown Class,Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Pharming. Formulation: Tablet for Oral administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0769,lenvatinib,Lenvima,Kinase Inhibitor [EPC],Oncology & Immunology,FDA Approved Prescription Drug. Manufactured by Eisai Inc. Formulation: Capsule for Oral administration.,Used as a therapeutic agent for indications related to: Kinase Inhibitor [EPC].
RAW_0770,lerodalcibep,Lerochol,Unknown Class,Miscellaneous / Other,"FDA Approved Prescription Drug. Manufactured by Lib Therapeutics, Inc.. Formulation: Injectable for Injection administration.",Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0771,letermovir,Prevymis,Cytomegalovirus DNA Terminase Complex Inhibitor [EPC],Antimicrobials & Infectious Diseases,FDA Approved Prescription Drug. Manufactured by Merck Sharp Dohme. Formulation: Tablet for Oral administration.,Used as a therapeutic agent for indications related to: Cytomegalovirus DNA Terminase Complex Inhibitor [EPC].
RAW_0772,letibotulinumtoxina,Letybo,Acetylcholine Release Inhibitor [EPC],Miscellaneous / Other,"FDA Approved Prescription Drug. Manufactured by Hugel Inc. Formulation: Powder, For Solution for Oral administration.",Used as a therapeutic agent for indications related to: Acetylcholine Release Inhibitor [EPC].
RAW_0773,letrozole,Femara,Aromatase Inhibitor [EPC],Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Novartis Pharms. Formulation: Tablet for Oral administration.,Used as a therapeutic agent for indications related to: Aromatase Inhibitor [EPC].
RAW_0774,letrozole and ribociclib,Kisqali Femara Co-Pack,Unknown Class,Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Novartis. Formulation: Tablet for Oral administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0775,leucovorin calcium,Vykoura,Unknown Class,Miscellaneous / Other,"FDA Approved Prescription Drug. Manufactured by Avyxa Holdings. Formulation: Solution for Intramuscular, Intravenous administration.",Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0776,leuprolide,Camcevi,Unknown Class,Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Accord. Formulation: Emulsion for Subcutaneous administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0777,leuprolide acetate,"Fensolvi, Lupron Depot, Lupron Depot-Ped, Lutrate Depot, Vabrinty",Unknown Class,Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Invagen Pharms. Formulation: For Suspension for Intramuscular administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0778,leuprolide mesylate,Camcevi Etm,Unknown Class,Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Accord. Formulation: Emulsion for Subcutaneous administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0779,levacetylleucine,Aqneursa,Unknown Class,Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Intrabio. Formulation: For Suspension for Oral administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0780,levalbuterol tartrate,Xopenex Hfa,Unknown Class,Respiratory & Allergy,"FDA Approved Prescription Drug. Manufactured by Lupin. Formulation: Aerosol, Metered for Inhalation administration.",Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0781,levetiracetam,"Keppra, Keppra Xr",Unknown Class,Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Ucb Inc. Formulation: Solution for Oral administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0782,levobunolol hydrochloride,Betagan,Unknown Class,Cardiovascular System,FDA Approved Prescription Drug. Manufactured by Allergan. Formulation: Solution/Drops for Ophthalmic administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0783,levocarnitine,"Carnitor, Carnitor Sf",Carnitine Analog [EPC],Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Leadiant Biosci Inc. Formulation: Solution for Oral administration.,Used as a therapeutic agent for indications related to: Carnitine Analog [EPC].
RAW_0784,levodopa,Inbrija,Aromatic Amino Acid [EPC],Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Merz. Formulation: Powder for Inhalation administration.,Used as a therapeutic agent for indications related to: Aromatic Amino Acid [EPC].
RAW_0785,levoketoconazole,Recorlev,Cortisol Synthesis Inhibitor [EPC],Antimicrobials & Infectious Diseases,FDA Approved Prescription Drug. Manufactured by Strongbridge. Formulation: Tablet for Oral administration.,Used as a therapeutic agent for indications related to: Cortisol Synthesis Inhibitor [EPC].
RAW_0786,levoleucovorin,Khapzory,Unknown Class,Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Acrotech Biopharma. Formulation: Powder for Intravenous administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0787,levomilnacipran hydrochloride,Fetzima,Unknown Class,Miscellaneous / Other,"FDA Approved Prescription Drug. Manufactured by Abbvie. Formulation: Capsule, Extended Release for Oral administration.",Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0788,levonorgestrel,"Kyleena, Liletta, Mirena, Skyla",Progestin [EPC],Endocrine & Metabolic,FDA Approved Prescription Drug. Manufactured by Bayer Hlthcare. Formulation: System for Intrauterine administration.,Used as a therapeutic agent for indications related to: Progestin [EPC].
RAW_0789,levothyroxine sodium,"Ermeza, Levolet, Levoxyl, Synthroid, Thyquidity, Tirosint, Tirosint Sol",Unknown Class,Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Stevens J. Formulation: Solution for Oral administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0790,lidocaine,"Bondlido, Ztlido",Amide Local Anesthetic [EPC],Central Nervous System,FDA Approved Prescription Drug. Manufactured by Medrx Usa. Formulation: System for Topical administration.,Used as a therapeutic agent for indications related to: Amide Local Anesthetic [EPC].
RAW_0791,lidocaine and prilocaine,Oraqix,Amide Local Anesthetic [EPC],Cardiovascular System,FDA Approved Prescription Drug. Manufactured by Dentsply Pharm. Formulation: Gel for Periodontal administration.,Used as a therapeutic agent for indications related to: Amide Local Anesthetic [EPC].
RAW_0792,lidocaine and tetracaine,Pliaglis,Amide Local Anesthetic [EPC],Central Nervous System,FDA Approved Prescription Drug. Manufactured by Crescita Therap. Formulation: Cream for Topical administration.,Used as a therapeutic agent for indications related to: Amide Local Anesthetic [EPC].
RAW_0793,lidocaine hydrochloride,"Glydo, Zingo",Unknown Class,Central Nervous System,FDA Approved Prescription Drug. Manufactured by Sagent Pharms Inc. Formulation: Jelly for Topical administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0794,lifitegrast,Xiidra,Lymphocyte Function-Associated Antigen-1 Antagonist [EPC],Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Bausch And Lomb Inc. Formulation: Solution/Drops for Ophthalmic administration.,Used as a therapeutic agent for indications related to: Lymphocyte Function-Associated Antigen-1 Antagonist [EPC].
RAW_0795,linaclotide,Linzess,Guanylate Cyclase-C Agonist [EPC],Endocrine & Metabolic,FDA Approved Prescription Drug. Manufactured by Abbvie. Formulation: Capsule for Oral administration.,Used as a therapeutic agent for indications related to: Guanylate Cyclase-C Agonist [EPC].
RAW_0796,linagliptin,Tradjenta,Dipeptidyl Peptidase 4 Inhibitor [EPC],Endocrine & Metabolic,FDA Approved Prescription Drug. Manufactured by Boehringer Ingelheim. Formulation: Tablet for Oral administration.,Used as a therapeutic agent for indications related to: Dipeptidyl Peptidase 4 Inhibitor [EPC].
RAW_0797,linerixibat,Lynavoy,Ileal Bile Acid Transporter Inhibitor [EPC],Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Intercept. Formulation: Tablet for Oral administration.,Used as a therapeutic agent for indications related to: Ileal Bile Acid Transporter Inhibitor [EPC].
RAW_0798,linezolid,Zyvox,Oxazolidinone Antibacterial [EPC],Antimicrobials & Infectious Diseases,FDA Approved Prescription Drug. Manufactured by Pfizer. Formulation: Solution for Intravenous administration.,Used as a therapeutic agent for indications related to: Oxazolidinone Antibacterial [EPC].
RAW_0799,linvoseltamab,Lynozyfic,Bispecific B Cell Maturation Antigen-directed CD3 T Cell Engager [EPC],Oncology & Immunology,"FDA Approved Prescription Drug. Manufactured by Rengeneron Pharmaceuticals, Inc.. Formulation: Solution for Injection administration.",Used as a therapeutic agent for indications related to: Bispecific B Cell Maturation Antigen-directed CD3 T Cell Engager [EPC].
RAW_0800,liothyronine sodium,"Cytomel, Liomny",Unknown Class,Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Sigmapharm Labs Llc. Formulation: Tablet for Oral administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
