formulation_id,ingredient_id,ingredient_position,ingredient_name_as_published,split_method,review_status
FORM_dd8d2e54d3afc8c229d2,ING_dd8d2e54d3afc8c229d2,1,Interferon-Beta 1B,single,rule_extracted
FORM_ca4f8c23d6a93676fd5d,ING_ca4f8c23d6a93676fd5d,1,"Bacillus Calmette-Guerin Vaccine (Live, Attenuated)",single,rule_extracted
FORM_01997dc4c07d2ebc4616,ING_01997dc4c07d2ebc4616,1,Human Rabies Immunoglobulin,single,rule_extracted
FORM_4b0924bb04f80e915611,ING_4b0924bb04f80e915611,1,Filgrastim (Recombinant Granulocyte Colony-Stimulating Factor [Rhu-Gcsf]),single,rule_extracted
FORM_d92e5665611079991965,ING_d92e5665611079991965,1,"Live Measles, Mumps and Rubella Vaccine",single,rule_extracted
FORM_a9938cdd047fc3e8a0c6,ING_a9938cdd047fc3e8a0c6,1,Recombinant Human Epidermal Growth Factor,single,rule_extracted
FORM_f63dfb9c811079f8a126,ING_f63dfb9c811079f8a126,1,Alglucosidase alfa,single,rule_extracted
FORM_4d6686aa95e57d2d4efd,ING_4d6686aa95e57d2d4efd,1,Human Norml Immunoglobulin,single,rule_extracted
FORM_020e4681a23cfdaf85fb,ING_020e4681a23cfdaf85fb,1,"Trivalent Seasonal Influenza Vaccine (Surface Antigen, Inactivated) 2026 Southern Hemisphere Strain",single,rule_extracted
FORM_69ab296ffdb291e0987a,ING_69ab296ffdb291e0987a,1,"LIVE ATTENUATED MEASLES, MUMPS and RUBELLA VACCINE",single,rule_extracted
FORM_0ebf41ec93332058e048,ING_0ebf41ec93332058e048,1,Aflibercept,single,rule_extracted
FORM_58903b29d3585d9706a1,ING_58903b29d3585d9706a1,1,Choriogonadotropin Alfa,single,rule_extracted
FORM_379a4b22e0360f3a69ba,ING_379a4b22e0360f3a69ba,1,"Diphtheria, Tetanus, Pertussis (Acellular Component) Hepatitis B, Poliomyelitis (Inactivated) and Haemophilus influenza Type B Conjugate Vaccine (Adsorbed)",single,rule_extracted
FORM_e575a5537f43842852d9,ING_e575a5537f43842852d9,1,Filgrastim (Recombinant Human Granulocyte Colony Stimulating Factor),single,rule_extracted
FORM_0fefcb929cb2055131e9,ING_0fefcb929cb2055131e9,1,Human Rabie Immunoglobulin,single,rule_extracted
FORM_f2a3c6e7f179f4a9e0a2,ING_f2a3c6e7f179f4a9e0a2,1,"Japanese Encephalitis Vaccine (Live, Attenuated)",single,rule_extracted
FORM_d3515f028838b7dcff36,ING_d3515f028838b7dcff36,1,"Meningococcal Group A, C, W-135 And Y Conjugate",single,rule_extracted
FORM_fc1d976b9cd3064a4cb8,ING_fc1d976b9cd3064a4cb8,1,Pertuzumab,single,rule_extracted
FORM_cf2f351c289b4700958e,ING_cf2f351c289b4700958e,1,"Poliomyelitis Vaccine (Type 1, 2 and 3) (Inactivated)",single,rule_extracted
FORM_f5f7b4329e7383da3a63,ING_f5f7b4329e7383da3a63,1,Trastuzumab Emtansine,single,rule_extracted
FORM_ff50a9cea02d644a7aea,ING_ff50a9cea02d644a7aea,1,"Varicella Virus Vaccine, Live",single,rule_extracted
FORM_a1defab315accfe2bd87,ING_a1defab315accfe2bd87,1,Insulin Lispro (rDNA),single,rule_extracted
FORM_43644a1bc759b15c7e3b,ING_43644a1bc759b15c7e3b,1,Clostridium botulinum Type A Toxin,single,rule_extracted
FORM_a385b78f067c0e604598,ING_a385b78f067c0e604598,1,Human Chorionic Gonadotropin,single,rule_extracted
FORM_e66a3a021e2e5def7439,ING_a01ef8671d6f365bee6f,1,Recombinant Human Insulin (70% Isophane,explicit_slash,needs_review
FORM_e66a3a021e2e5def7439,ING_04c3b7a9ce6482d6b976,2,30% Soluble),explicit_slash,needs_review
FORM_7eba2650b7a776c5fde5,ING_7eba2650b7a776c5fde5,1,Omalizumab,single,rule_extracted
FORM_1ca88cfa41606b28145f,ING_1ca88cfa41606b28145f,1,Insulin Lispro,single,rule_extracted
FORM_9525017c5f0ae6e12f39,ING_9525017c5f0ae6e12f39,1,Isophane Insulin,single,rule_extracted
FORM_2412dc44ca55f44d546a,ING_2412dc44ca55f44d546a,1,Clobetasol Propionate,single,rule_extracted
FORM_5478dcaf141efc088e89,ING_5478dcaf141efc088e89,1,Prednisolone (as acetate),single,rule_extracted
FORM_7ae669b86fba6d9a9d8b,ING_7ae669b86fba6d9a9d8b,1,Furosemide,single,rule_extracted
FORM_1b371bccc2189423e52d,ING_1b371bccc2189423e52d,1,Furosemide (as sodium),single,rule_extracted
FORM_d095cdb8e3f599b95304,ING_d095cdb8e3f599b95304,1,Sodium Fusidate,single,rule_extracted
FORM_482b89cabc8a165b9252,ING_5b85e2d4bec96a7c6605,1,Fluocinolone Acetonide,explicit_plus,rule_extracted
FORM_482b89cabc8a165b9252,ING_10197634374b09fb0ebb,2,Polymyxin B Sulfate,explicit_plus,rule_extracted
FORM_482b89cabc8a165b9252,ING_ab12cbcfcbe5f8f811be,3,Neomycin Sulfate,explicit_plus,rule_extracted
FORM_54238e9415df5dffbf4b,ING_54238e9415df5dffbf4b,1,Paracetamol,single,rule_extracted
FORM_95f5790c1bec483d9acb,ING_95f5790c1bec483d9acb,1,Erythromycin (as estolate),single,rule_extracted
FORM_072b78a30ca5df3e2211,ING_a7f187a6f4f060d524a6,1,IBUPROFEN,explicit_plus,rule_extracted
FORM_072b78a30ca5df3e2211,ING_54238e9415df5dffbf4b,2,PARACETAMOL,explicit_plus,rule_extracted
FORM_aa260d27847dec909fc5,ING_aa260d27847dec909fc5,1,Aspirin,single,rule_extracted
FORM_a6e0d5762ca8302823df,ING_a6e0d5762ca8302823df,1,Chlorphenamine Maleate,single,rule_extracted
FORM_fbbc5ac66641dac52bb9,ING_68fdb3b8d127990d7a78,1,Glutamic Acid,explicit_plus,rule_extracted
FORM_fbbc5ac66641dac52bb9,ING_c93862f93e9ca21483bf,2,Dicalcium Phosphate,explicit_plus,rule_extracted
FORM_fbbc5ac66641dac52bb9,ING_ed191cf5067b5d8ed043,3,Thiamine Hydrocloride (Vitamin B1),explicit_plus,rule_extracted
FORM_fbbc5ac66641dac52bb9,ING_bb8ff8bf0e532db14fe2,4,Cyanocobalamin (Vitamin B12),explicit_plus,rule_extracted
FORM_5b85e2d4bec96a7c6605,ING_5b85e2d4bec96a7c6605,1,Fluocinolone Acetonide,single,rule_extracted
FORM_d9d9aea94fabd6193113,ING_d9d9aea94fabd6193113,1,Furazolidone,single,rule_extracted
FORM_fd286324950e9fef7b25,ING_fd286324950e9fef7b25,1,Norethisterone,single,rule_extracted
FORM_0103bbf84ff0c39d123a,ING_0103bbf84ff0c39d123a,1,Digoxin,single,rule_extracted
FORM_a64cf55fb4c002d6876c,ING_a64cf55fb4c002d6876c,1,Allopurinol,single,rule_extracted
FORM_531daafd475b9e561f1a,ING_8dbe29677dff54fc1f07,1,Thiamine mononitrate (Vitamin B1),explicit_plus,rule_extracted
FORM_531daafd475b9e561f1a,ING_57c363d8c1128168c0b3,2,Pyridoxine hydrochloride (Vitamin B6),explicit_plus,rule_extracted
FORM_531daafd475b9e561f1a,ING_bb8ff8bf0e532db14fe2,3,Cyanocobalamin (Vitamin B12),explicit_plus,rule_extracted
FORM_4a18765038afd54a03c1,ING_4a18765038afd54a03c1,1,6% Dextran 70 In 0.9% Sodium Chloride,single,rule_extracted
FORM_1ee3f92ea171ffb75021,ING_1ee3f92ea171ffb75021,1,Balanced Multiple Replacement Solution with 5% Dextrose,single,rule_extracted
FORM_ad1b5244ad05ed1cf88b,ING_ad1b5244ad05ed1cf88b,1,Warfarin sodium (as clathrate),single,rule_extracted
FORM_e26897f4fec86172b62b,ING_e26897f4fec86172b62b,1,Betamethasone (As Valerate),single,rule_extracted
FORM_cf529a56d1a7739d3a83,ING_cf529a56d1a7739d3a83,1,Hyoscine-N-Butyl-Bromide,single,rule_extracted
FORM_d9f6fde8d006bbeb49cd,ING_d9f6fde8d006bbeb49cd,1,Thiamazole,single,rule_extracted
FORM_02fb3e88a3389ba2d68e,ING_02fb3e88a3389ba2d68e,1,Aminophylline,single,rule_extracted
FORM_125a54a054c664009808,ING_125a54a054c664009808,1,Atropine (as sulfate),single,rule_extracted
FORM_15a27c0d7f63de89f238,ING_15a27c0d7f63de89f238,1,Calcium gluconate,single,rule_extracted
FORM_b0c215f7ef31035cecc6,ING_b0c215f7ef31035cecc6,1,Dextrose Monohydrate,single,rule_extracted
FORM_67de348309f821030837,ING_67de348309f821030837,1,Ephedrine Sulfate,single,rule_extracted
FORM_d13d73d7874aa1d24c20,ING_d13d73d7874aa1d24c20,1,Epinephrine,single,rule_extracted
FORM_763778ff22509dd858c1,ING_763778ff22509dd858c1,1,Diphenhydramine Hydrochloride,single,rule_extracted
FORM_4c90339a265e1e6fa226,ING_4c90339a265e1e6fa226,1,0.9% Sodium Chloride,single,rule_extracted
FORM_fc30c3873522f71e1ef9,ING_fc30c3873522f71e1ef9,1,Tranexamic Acid,single,rule_extracted
FORM_a24eaea02dbbc5e3257f,ING_a24eaea02dbbc5e3257f,1,Policresulen,single,rule_extracted
FORM_d9857fa4f818a21175d3,ING_d9857fa4f818a21175d3,1,Iron (as ferrous sulfate heptahydrate),single,rule_extracted
FORM_960753084683b29b1f3d,ING_960753084683b29b1f3d,1,Phenobarbital,single,rule_extracted
FORM_c335f2c7c97eb5ae8dca,ING_c335f2c7c97eb5ae8dca,1,Sodium Bicarbonate,single,rule_extracted
FORM_cf3c62fc601227b9b4bb,ING_2d66d166ad20fe36d6db,1,Vitamin B Complex,explicit_plus,rule_extracted
FORM_cf3c62fc601227b9b4bb,ING_d4ebb3df9eed1d5f7b33,2,Vitamin C,explicit_plus,rule_extracted
FORM_72d61f976f0e136be308,ING_72d61f976f0e136be308,1,Benzylpenicillin (as sodium),single,rule_extracted
FORM_a87c0dc3e1c799480d6c,ING_a87c0dc3e1c799480d6c,1,Dextromethorphan Hydrobromide,single,rule_extracted
FORM_7d00b0927480e1de7a17,ING_7d00b0927480e1de7a17,1,Magnesium Sulfate,single,rule_extracted
FORM_afc3f3e4ab91473758bf,ING_e4c9b7ce8021302e5d6f,1,Phenylpropanolamine Hydrochloride,explicit_plus,rule_extracted
FORM_afc3f3e4ab91473758bf,ING_b127aaf5134932fcc86c,2,Guaifenesin,explicit_plus,rule_extracted
FORM_2abdfb96ad75eb6e8c33,ING_2abdfb96ad75eb6e8c33,1,Isoxsuprine Hydrochloride,single,rule_extracted
FORM_fe8dcfd8e7d70f43f18e,ING_e4c9b7ce8021302e5d6f,1,Phenylpropanolamine Hydrochloride,explicit_plus,rule_extracted
FORM_fe8dcfd8e7d70f43f18e,ING_a6e0d5762ca8302823df,2,Chlorphenamine Maleate,explicit_plus,rule_extracted
FORM_fe8dcfd8e7d70f43f18e,ING_54238e9415df5dffbf4b,3,Paracetamol,explicit_plus,rule_extracted
FORM_55def7a1948dcc855c25,ING_55def7a1948dcc855c25,1,Fusidic acid,single,rule_extracted
FORM_16f29af1d29bc9dee90c,ING_b1bbb1df61f3229cea97,1,Thiamine Hydrochloride (Vitamin B1),explicit_plus,rule_extracted
FORM_16f29af1d29bc9dee90c,ING_57c363d8c1128168c0b3,2,Pyridoxine Hydrochloride (Vitamin B6),explicit_plus,rule_extracted
FORM_16f29af1d29bc9dee90c,ING_bb8ff8bf0e532db14fe2,3,Cyanocobalamin (Vitamin B12),explicit_plus,rule_extracted
FORM_854ac1a1e79ea6c53a78,ING_0302fe55cfd6d4c5b7c6,1,Isoniazid,explicit_plus,rule_extracted
FORM_854ac1a1e79ea6c53a78,ING_93c5db037b8589ae6a15,2,Pyridoxine Hydrochloride,explicit_plus,rule_extracted
FORM_b3e0f6359133644a2afd,ING_b3e0f6359133644a2afd,1,Diazepam,single,rule_extracted
FORM_a90e820ede813103ee55,ING_11ed5461221f3a304612,1,Dextromethorphan Hbr,explicit_plus,rule_extracted
FORM_a90e820ede813103ee55,ING_e4c9b7ce8021302e5d6f,2,Phenylpropanolamine Hydrochloride,explicit_plus,rule_extracted
FORM_a90e820ede813103ee55,ING_54238e9415df5dffbf4b,3,Paracetamol,explicit_plus,rule_extracted
FORM_3aaebd3bc7c62266e5c0,ING_3aaebd3bc7c62266e5c0,1,Carbimazole,single,rule_extracted
FORM_d3eed110ce8ea5c49700,ING_a87c0dc3e1c799480d6c,1,Dextromethorphan Hydrobromide,explicit_plus,rule_extracted
FORM_d3eed110ce8ea5c49700,ING_e4c9b7ce8021302e5d6f,2,Phenylpropanolamine Hydrochloride,explicit_plus,rule_extracted
FORM_d3eed110ce8ea5c49700,ING_54238e9415df5dffbf4b,3,Paracetamol,explicit_plus,rule_extracted
FORM_282fe35deb80077fdc66,ING_282fe35deb80077fdc66,1,Dexamethasone,single,rule_extracted
FORM_f74b562e0980cbbdc432,ING_f74b562e0980cbbdc432,1,5% Dextrose in 0.3% Sodium Chloride,single,rule_extracted
FORM_0c25bee41c81af924dcd,ING_0c25bee41c81af924dcd,1,20% Mannitol,single,rule_extracted
FORM_6694c42fcf40c597ab82,ING_6694c42fcf40c597ab82,1,Pyridostigmine Bromide,single,rule_extracted
FORM_3d525489d55b88834795,ING_3d525489d55b88834795,1,5% Dextrose In 0.9% Sodium Chloride,single,rule_extracted
FORM_818cf6cca71e8d040481,ING_7a357649ff1a5bad1e4d,1,Bacitracin,explicit_slash,needs_review
FORM_818cf6cca71e8d040481,ING_10197634374b09fb0ebb,2,Polymyxin B Sulfate,explicit_slash,needs_review
FORM_818cf6cca71e8d040481,ING_efba19db340f5efa20c1,3,Neomycin,explicit_slash,needs_review
FORM_1917ab5d6f29a23d31f3,ING_1917ab5d6f29a23d31f3,1,Sterile Water for Injection,single,rule_extracted
FORM_a13deff782124cc19439,ING_5b85e2d4bec96a7c6605,1,Fluocinolone Acetonide,explicit_slash,needs_review
FORM_a13deff782124cc19439,ING_ab12cbcfcbe5f8f811be,2,Neomycin Sulfate,explicit_slash,needs_review
FORM_9f4cc99290ce46a2ad23,ING_9f4cc99290ce46a2ad23,1,Balanced Multiple Maintenance Solution with 5% Dextrose,single,rule_extracted
FORM_6876303e938abc859d7c,ING_6876303e938abc859d7c,1,Multivitamins (see reverse for formulation),single,rule_extracted
FORM_14d79a507e29b0ea4cdc,ING_14d79a507e29b0ea4cdc,1,Pyrantel Embonate,single,rule_extracted
FORM_213c58e46cbcfcf69932,ING_fd286324950e9fef7b25,1,Norethisterone,explicit_plus,rule_extracted
FORM_213c58e46cbcfcf69932,ING_f7c6200bf111b84ee533,2,Ethinylestradiol,explicit_plus,rule_extracted
FORM_7fecf7fdf06a811212b3,ING_7fecf7fdf06a811212b3,1,Mebeverine Hydrochloride,single,rule_extracted
FORM_ba697421ece54458f27c,ING_11ed5461221f3a304612,1,Dextromethorphan Hbr,explicit_plus,rule_extracted
FORM_ba697421ece54458f27c,ING_f0deeb57ca1d385deee8,2,Guiafenesin,explicit_plus,rule_extracted
FORM_76516430e8a04d9f6bef,ING_10197634374b09fb0ebb,1,Polymyxin B Sulfate,explicit_plus,rule_extracted
FORM_76516430e8a04d9f6bef,ING_ab12cbcfcbe5f8f811be,2,Neomycin Sulfate,explicit_plus,rule_extracted
FORM_76516430e8a04d9f6bef,ING_cea97ea5e5e3811de813,3,Dexamethasone (as Sodium Phosphate),explicit_plus,rule_extracted
FORM_f05df41b56cd0075c932,ING_04e9c0db87e7eebbf812,1,Iron,explicit_plus,rule_extracted
FORM_f05df41b56cd0075c932,ING_501412629a52e590b561,2,Folic Acid,explicit_plus,rule_extracted
FORM_f05df41b56cd0075c932,ING_096bacec938c191b0dd9,3,Vitamin B -Complex,explicit_plus,rule_extracted
FORM_8422fd717ccca8d76a04,ING_8422fd717ccca8d76a04,1,Multivitamins,single,rule_extracted
FORM_d7d16af5e999162737c1,ING_51ccf6e611c6a1d5cf5e,1,Benzocaine,explicit_slash,needs_review
FORM_d7d16af5e999162737c1,ING_040e1c5cffb86d241b0c,2,Boric Acid,explicit_slash,needs_review
FORM_d7d16af5e999162737c1,ING_b8d976ef0be935c35620,3,Eucalyptus,explicit_slash,needs_review
FORM_5c0dc0dcd18bc82474e7,ING_5c0dc0dcd18bc82474e7,1,Glycerol,single,rule_extracted
FORM_27be0973935b9b99b91e,ING_27be0973935b9b99b91e,1,Fluocinonide,single,rule_extracted
FORM_f53035420640904ad644,ING_f53035420640904ad644,1,Clotrimazole,single,rule_extracted
FORM_f704e08a8a180a05c4af,ING_04e9c0db87e7eebbf812,1,Iron,explicit_plus,rule_extracted
FORM_f704e08a8a180a05c4af,ING_fa52e2e14e8b49b14f0f,2,Vitamin B-Complex,explicit_plus,rule_extracted
FORM_6e80ab0effce310a7c70,ING_6e80ab0effce310a7c70,1,Morphine Sulfate,single,rule_extracted
FORM_3147c32b2e8eb3a45f1f,ING_3147c32b2e8eb3a45f1f,1,Levomepromazine (as maleate),single,rule_extracted
FORM_cd1221948062f525ec2e,ING_cd1221948062f525ec2e,1,Phenoxymethylpenicillin Potassium,single,rule_extracted
FORM_ac80acec7061cd2e1d9f,ING_ac80acec7061cd2e1d9f,1,Bumetanide,single,rule_extracted
FORM_8e6fc5ea17a9de2620c3,ING_8e6fc5ea17a9de2620c3,1,Betamethasone (As Dipropionate),single,rule_extracted
FORM_252e23732b9de2292c85,ING_57c3f24ea81d5531369c,1,Hydrocortisone 10 Mg,explicit_plus,rule_extracted
FORM_252e23732b9de2292c85,ING_48fffee8b1ffe2e07879,2,Bacitracin 200 Units,explicit_plus,rule_extracted
FORM_252e23732b9de2292c85,ING_1f9517471d96f8978ab6,3,Polymyxin B Sulfate 4000 Units,explicit_plus,rule_extracted
FORM_252e23732b9de2292c85,ING_06c05ac5a90fe68e9eed,4,Neomycin 3 Mg,explicit_plus,rule_extracted
FORM_b7272263cd008dc863d9,ING_8a2d33171c8e8769d527,1,Monobasic Sodium Phosphate,explicit_plus,rule_extracted
FORM_b7272263cd008dc863d9,ING_77316783ffe5201de114,2,Dibasic Sodium Phosphate,explicit_plus,rule_extracted
FORM_8699d9cc042aac7a1555,ING_8699d9cc042aac7a1555,1,Silver Sulfadiazine,single,rule_extracted
FORM_08e9dbd4534fab0aff60,ING_08e9dbd4534fab0aff60,1,Levothyroxine Sodium,single,rule_extracted
FORM_d4187393ef4bdc808e22,ING_d4187393ef4bdc808e22,1,Clorazepate Dipotassium,single,rule_extracted
FORM_8217b91ef4a30d9de5c2,ING_8217b91ef4a30d9de5c2,1,Doxycycline (as Hyclate),single,rule_extracted
FORM_c3a0216f8fcb258a6625,ING_b127aaf5134932fcc86c,1,Guaifenesin,explicit_plus,rule_extracted
FORM_c3a0216f8fcb258a6625,ING_8cfbf7ce230c171c6f9d,2,Oxeladine Citrate,explicit_plus,rule_extracted
FORM_c3a0216f8fcb258a6625,ING_e4c9b7ce8021302e5d6f,3,Phenylpropanolamine Hydrochloride,explicit_plus,rule_extracted
FORM_c3a0216f8fcb258a6625,ING_a6e0d5762ca8302823df,4,Chlorphenamine Maleate,explicit_plus,rule_extracted
FORM_36b9451985ae5023582b,ING_36b9451985ae5023582b,1,Diclofenac Sodium,single,rule_extracted
FORM_25262dbb4e0600c62762,ING_25262dbb4e0600c62762,1,Metoprolol Tartrate,single,rule_extracted
FORM_8477bb1a40ef5b71aeac,ING_8477bb1a40ef5b71aeac,1,Calcium Lactate,single,rule_extracted
FORM_48414b996b6e2ccd4e7b,ING_8422fd717ccca8d76a04,1,Multivitamins,explicit_plus,rule_extracted
FORM_48414b996b6e2ccd4e7b,ING_04e9c0db87e7eebbf812,2,Iron,explicit_plus,rule_extracted
FORM_48414b996b6e2ccd4e7b,ING_90f8f361fbe05cf14fd1,3,Docusate Sodium,explicit_plus,rule_extracted
FORM_7ee7e33ada28eacb19af,ING_3277953783faf69c5038,1,Benzyl Benzoate,explicit_plus,rule_extracted
FORM_7ee7e33ada28eacb19af,ING_0110702cfd0a845c6d11,2,Presipitated Sulfur,explicit_plus,rule_extracted
FORM_7ee7e33ada28eacb19af,ING_fd0f5b5ac70cd3d2e1eb,3,Zinc Oxide,explicit_plus,rule_extracted
FORM_7ee7e33ada28eacb19af,ING_779a613b3e0a0956fa5f,4,Menthol,explicit_plus,rule_extracted
FORM_f7cef0b66d576da52f5c,ING_f7cef0b66d576da52f5c,1,Colchicine,single,rule_extracted
FORM_d7d5451649641e87d236,ING_a21bf33f2b233bc58c23,1,Multivitamis,explicit_plus,rule_extracted
FORM_d7d5451649641e87d236,ING_04e9c0db87e7eebbf812,2,Iron,explicit_plus,rule_extracted
FORM_46b3e392e44a05cf1063,ING_46b3e392e44a05cf1063,1,Nalbuphine Hydrochloride,single,rule_extracted
FORM_64f8cab821685d9fafaf,ING_2e2378084d2d8e398059,1,Thiamine Hydrochloride (Vit. B1),explicit_plus,rule_extracted
FORM_64f8cab821685d9fafaf,ING_26477ba943ba5e1019e4,2,Pyridoxine Hydrochloride (Vit. B6),explicit_plus,rule_extracted
FORM_64f8cab821685d9fafaf,ING_e44759d71dfe34f154f9,3,Cyanocobalamin (Vit. B12),explicit_plus,rule_extracted
FORM_2425fabea68092fb7144,ING_2425fabea68092fb7144,1,Mebendazole,single,rule_extracted
FORM_bbb0ec1b48225169e192,ING_bbb0ec1b48225169e192,1,Cyanocobalamin,single,rule_extracted
FORM_2b75c3e7c342deb1e03b,ING_8422fd717ccca8d76a04,1,Multivitamins,explicit_plus,rule_extracted
FORM_2b75c3e7c342deb1e03b,ING_62489d9612510ebda5b5,2,Minerals,explicit_plus,rule_extracted
FORM_2b75c3e7c342deb1e03b,ING_b3f0f38aaf9f676fd3b3,3,Deanol,explicit_plus,rule_extracted
FORM_2b75c3e7c342deb1e03b,ING_5817eaccce58862dd5f0,4,Royal Jelly,explicit_plus,rule_extracted
FORM_2b75c3e7c342deb1e03b,ING_294d1da79b03b38567df,5,Korean Panax Ginseng,explicit_plus,rule_extracted
FORM_80e9b7e9e8351575dfd9,ING_80e9b7e9e8351575dfd9,1,Piracetam,single,rule_extracted
FORM_63bb40401aaeb2e26d46,ING_63bb40401aaeb2e26d46,1,Homatropine Methylbromide,single,rule_extracted
FORM_cb9516d4d63d07b735a2,ING_cb9516d4d63d07b735a2,1,Cefalexin (As Monohydrate),single,rule_extracted
FORM_88623f21afdd8855c4d9,ING_8422fd717ccca8d76a04,1,Multivitamins,explicit_plus,rule_extracted
FORM_88623f21afdd8855c4d9,ING_04e9c0db87e7eebbf812,2,Iron,explicit_plus,rule_extracted
FORM_88623f21afdd8855c4d9,ING_59735f2fe19f53415a0f,3,Lysine Hydrochloride,explicit_plus,rule_extracted
FORM_dbfab86177402879ccfe,ING_dbfab86177402879ccfe,1,Loperamide Hydrochloride,single,rule_extracted
FORM_6c58758bc547e0459c07,ING_6c58758bc547e0459c07,1,Gliclazide,single,rule_extracted
FORM_af99b20fe777b2864d4f,ING_ab12cbcfcbe5f8f811be,1,Neomycin Sulfate,explicit_plus,rule_extracted
FORM_af99b20fe777b2864d4f,ING_5b85e2d4bec96a7c6605,2,Fluocinolone Acetonide,explicit_plus,rule_extracted
FORM_d0ca8288072a15987e1c,ING_8422fd717ccca8d76a04,1,Multivitamins,explicit_plus,rule_extracted
FORM_d0ca8288072a15987e1c,ING_04e9c0db87e7eebbf812,2,Iron,explicit_plus,rule_extracted
FORM_7e4b29ff83ff6217d59a,ING_7e4b29ff83ff6217d59a,1,Aplosyn-10,single,rule_extracted
FORM_cac93b6fff4074b1ab84,ING_cac93b6fff4074b1ab84,1,Timolol maleate,single,rule_extracted
FORM_b2fdd759e97020c63c8b,ING_f0deeb57ca1d385deee8,1,Guiafenesin,explicit_plus,rule_extracted
FORM_b2fdd759e97020c63c8b,ING_a6e0d5762ca8302823df,2,Chlorphenamine Maleate,explicit_plus,rule_extracted
FORM_b2fdd759e97020c63c8b,ING_cf30dd5c8bf1a22ea76b,3,Phenylpropanolamine Hcl,explicit_plus,rule_extracted
FORM_b2fdd759e97020c63c8b,ING_4fe8cf4b55b548236bd2,4,Sodium Citrate,explicit_plus,rule_extracted
FORM_b2fdd759e97020c63c8b,ING_ed174186b75c3e6cd6ab,5,Ammonium Chloride,explicit_plus,rule_extracted
FORM_e376b8c17063b6fcc438,ING_e376b8c17063b6fcc438,1,Naproxen Sodium,single,rule_extracted
FORM_410027a2c2e7fb25d7ac,ING_fa4a0f54d69ac103c191,1,Dexamethasone Sodium Phosphate,explicit_slash,needs_review
FORM_410027a2c2e7fb25d7ac,ING_26cc0c6306abe86cd52d,2,Neomycin Base (As Sulfate),explicit_slash,needs_review
FORM_410027a2c2e7fb25d7ac,ING_401e811820225ac0cbb3,3,Polymixin B Sulfate,explicit_slash,needs_review
FORM_6560f0d6c963f8df81e7,ING_54238e9415df5dffbf4b,1,Paracetamol,explicit_plus,rule_extracted
FORM_6560f0d6c963f8df81e7,ING_e4c9b7ce8021302e5d6f,2,Phenylpropanolamine Hydrochloride,explicit_plus,rule_extracted
FORM_6560f0d6c963f8df81e7,ING_a6e0d5762ca8302823df,3,Chlorphenamine Maleate,explicit_plus,rule_extracted
FORM_10f45db15162d4fa1bd4,ING_b127aaf5134932fcc86c,1,Guaifenesin,explicit_plus,rule_extracted
FORM_10f45db15162d4fa1bd4,ING_4fe8cf4b55b548236bd2,2,Sodium Citrate,explicit_plus,rule_extracted
FORM_4995af355cd19d77a889,ING_8e6fc5ea17a9de2620c3,1,Betamethasone (as dipropionate),explicit_slash,needs_review
FORM_4995af355cd19d77a889,ING_efc838620462f2289e52,2,Salicylic Acid,explicit_slash,needs_review
FORM_118f5463765525517716,ING_118f5463765525517716,1,Amoxicillin (As Trihydrate),single,rule_extracted
FORM_97febc36789a673509d2,ING_97febc36789a673509d2,1,Benzylpenicillin Sodium,single,rule_extracted
FORM_25c5bb306bfbdb90a287,ING_25c5bb306bfbdb90a287,1,Trimipramine maleate,single,rule_extracted
FORM_c03b9303756f6b29e760,ING_c03b9303756f6b29e760,1,Domperidone,single,rule_extracted
FORM_b40da560d62773cc8380,ING_b40da560d62773cc8380,1,Bromhexine Hydrochloride,single,rule_extracted
