formulation_id,ingredient_id,ingredient_position,ingredient_name_as_published,split_method,review_status
FORM_9a06c64b7285342672cb,ING_1574102b116149977080,3,Eucalyptus Oil,explicit_plus,rule_extracted
FORM_9a06c64b7285342672cb,ING_779a613b3e0a0956fa5f,4,Menthol,explicit_plus,rule_extracted
FORM_7f55d3d4baf71441117e,ING_1574102b116149977080,1,Eucalyptus Oil,explicit_plus,rule_extracted
FORM_7f55d3d4baf71441117e,ING_779a613b3e0a0956fa5f,2,Menthol,explicit_plus,rule_extracted
FORM_7f55d3d4baf71441117e,ING_e93958494327329c1d54,3,Methyl Salicylate,explicit_plus,rule_extracted
FORM_7f55d3d4baf71441117e,ING_d1792cab63db0f1ce81f,4,Camphor,explicit_plus,rule_extracted
FORM_1574102b116149977080,ING_1574102b116149977080,1,Eucalyptus Oil,single,rule_extracted
FORM_0f3bd8baba227aab906e,ING_0f3bd8baba227aab906e,1,Chlorhexidine,single,rule_extracted
FORM_e83271ee15fdb129c60a,ING_e83271ee15fdb129c60a,1,Potassium Alum,single,rule_extracted
FORM_41348199a29ba8aa9fa1,ING_1574102b116149977080,1,Eucalyptus Oil,explicit_plus,rule_extracted
FORM_41348199a29ba8aa9fa1,ING_a10d5f25bdf570eb6ea9,2,Dementholized Mint Oil,explicit_plus,rule_extracted
FORM_41348199a29ba8aa9fa1,ING_7f3d79395857b51a3665,3,Cajuput Oil,explicit_plus,rule_extracted
FORM_41348199a29ba8aa9fa1,ING_779a613b3e0a0956fa5f,4,Menthol,explicit_plus,rule_extracted
FORM_41348199a29ba8aa9fa1,ING_e93958494327329c1d54,5,Methyl Salicylate,explicit_plus,rule_extracted
FORM_41348199a29ba8aa9fa1,ING_6d0273fc1dd6b2affa3b,6,Juniper Oil,explicit_plus,rule_extracted
FORM_41348199a29ba8aa9fa1,ING_a6baa73c05934095f6f5,7,Clove Oil,explicit_plus,rule_extracted
FORM_ab8d49886578c96e96e6,ING_bb77d210bcdc70028fbf,1,Povidone Iodine,explicit_plus,rule_extracted
FORM_ab8d49886578c96e96e6,ING_f81d4c0bc9e86a696bfc,2,Psidium Guajava L. (Guava) Leaf,explicit_plus,rule_extracted
FORM_053ebfa98b0ec346ad64,ING_e93958494327329c1d54,1,Methyl Salicylate,explicit_plus,rule_extracted
FORM_053ebfa98b0ec346ad64,ING_d33d89a0ee757eec8b84,2,Zingiber officinale (Ginger) Root,explicit_plus,rule_extracted
FORM_053ebfa98b0ec346ad64,ING_779a613b3e0a0956fa5f,3,Menthol,explicit_plus,rule_extracted
FORM_053ebfa98b0ec346ad64,ING_d1792cab63db0f1ce81f,4,Camphor,explicit_plus,rule_extracted
FORM_053ebfa98b0ec346ad64,ING_b8d976ef0be935c35620,5,Eucalyptus,explicit_plus,rule_extracted
FORM_71ea3645cf4529a46712,ING_71ea3645cf4529a46712,1,Isopropyl Alccohol,single,rule_extracted
FORM_8709538672cc74fa15d7,ING_86d6326b723effb7f970,1,Glycol Salicylate,explicit_plus,rule_extracted
FORM_8709538672cc74fa15d7,ING_6df664208010ce88be09,2,1-Menthol,explicit_plus,rule_extracted
FORM_8709538672cc74fa15d7,ING_8db618be24d6b390a7a4,3,Tocopherol Acetate (Vitamin E),explicit_plus,rule_extracted
FORM_8709538672cc74fa15d7,ING_a5f288f1758c4c0059b7,4,Capsaicin (Capsicum Extract),explicit_plus,rule_extracted
FORM_b93273307fb1b37f64e6,ING_b93273307fb1b37f64e6,1,Claritret Clarifying and Rejuvenating Toner,single,rule_extracted
FORM_2fd472a203a77a77b582,ING_2fd472a203a77a77b582,1,Claritret Clarity Night Cream,single,rule_extracted
FORM_35b416302a1ca795d4b6,ING_0f3bd8baba227aab906e,1,Chlorhexidine,explicit_plus,rule_extracted
FORM_35b416302a1ca795d4b6,ING_bbe1d5adbe56c9b1f778,2,Isopropyl Alcohol,explicit_plus,rule_extracted
FORM_0557a28256596307e721,ING_0557a28256596307e721,1,Chrlorhexidine,single,rule_extracted
FORM_ff8f93a28e14929089a0,ING_779a613b3e0a0956fa5f,1,Menthol,explicit_plus,rule_extracted
FORM_ff8f93a28e14929089a0,ING_e93958494327329c1d54,2,Methyl Salicylate,explicit_plus,rule_extracted
FORM_ff8f93a28e14929089a0,ING_d1792cab63db0f1ce81f,3,Camphor,explicit_plus,rule_extracted
FORM_ff8f93a28e14929089a0,ING_8be2d30725521c96fa24,4,Borneol,explicit_plus,rule_extracted
FORM_ff8f93a28e14929089a0,ING_bb8411a15dbc1b30d24c,5,Thymol,explicit_plus,rule_extracted
FORM_ff8f93a28e14929089a0,ING_fd0f5b5ac70cd3d2e1eb,6,Zinc Oxide,explicit_plus,rule_extracted
FORM_bde79cb6c7fa8e4c308c,ING_779a613b3e0a0956fa5f,1,Menthol,explicit_plus,rule_extracted
FORM_bde79cb6c7fa8e4c308c,ING_d1792cab63db0f1ce81f,2,Camphor,explicit_plus,rule_extracted
FORM_bde79cb6c7fa8e4c308c,ING_e93958494327329c1d54,3,Methyl Salicylate,explicit_plus,rule_extracted
FORM_bde79cb6c7fa8e4c308c,ING_86d6326b723effb7f970,4,Glycol Salicylate,explicit_plus,rule_extracted
FORM_bde79cb6c7fa8e4c308c,ING_a21f9dccbffd4c02fadd,5,Diphenhydramine,explicit_plus,rule_extracted
FORM_d78b9c6527630c5ff59a,ING_d78b9c6527630c5ff59a,1,Symclosene (Trichloroisocyanuric Acid),single,rule_extracted
FORM_acdc7425fb5a3070f550,ING_acdc7425fb5a3070f550,1,70% Isopropyl Alcohol Solution Unscented,single,rule_extracted
FORM_75171c78abf38c05681e,ING_75171c78abf38c05681e,1,Aceite de Alcamforado,single,rule_extracted
FORM_83d5f3a64740d7016d9a,ING_76fa31b3df69c88074d2,1,l-menthol,explicit_plus,rule_extracted
FORM_83d5f3a64740d7016d9a,ING_e93958494327329c1d54,2,Methyl Salicylate,explicit_plus,rule_extracted
FORM_83d5f3a64740d7016d9a,ING_500c9211f28e53e6554c,3,Turpentine Oil,explicit_plus,rule_extracted
FORM_83d5f3a64740d7016d9a,ING_d1792cab63db0f1ce81f,4,Camphor,explicit_plus,rule_extracted
FORM_83d5f3a64740d7016d9a,ING_d72ea55fe17097028e15,5,Cinnamon Oil,explicit_plus,rule_extracted
FORM_83d5f3a64740d7016d9a,ING_1574102b116149977080,6,Eucalyptus Oil,explicit_plus,rule_extracted
FORM_93b0a97c4db41fc3b267,ING_bbe1d5adbe56c9b1f778,1,Isopropyl Alcohol,explicit_plus,rule_extracted
FORM_93b0a97c4db41fc3b267,ING_1b006370598109172402,2,Ethyl Alcohol,explicit_plus,rule_extracted
FORM_c0e6f663e87a85524157,ING_e93958494327329c1d54,1,Methyl Salicylate,explicit_plus,rule_extracted
FORM_c0e6f663e87a85524157,ING_779a613b3e0a0956fa5f,2,Menthol,explicit_plus,rule_extracted
FORM_c0e6f663e87a85524157,ING_d1792cab63db0f1ce81f,3,Camphor,explicit_plus,rule_extracted
FORM_d3b463865966ba9b7ce5,ING_1574102b116149977080,1,Eucalyptus Oil,explicit_plus,rule_extracted
FORM_d3b463865966ba9b7ce5,ING_d1792cab63db0f1ce81f,2,Camphor,explicit_plus,rule_extracted
FORM_8b6b50da3c05eda5c407,ING_7c8c2fd145ae5cedccfe,1,Turmeric Oil,explicit_plus,rule_extracted
FORM_8b6b50da3c05eda5c407,ING_779a613b3e0a0956fa5f,2,Menthol,explicit_plus,rule_extracted
FORM_a3550eb021110b4d9e39,ING_a3550eb021110b4d9e39,1,Chlorhexidine Diguconate,single,rule_extracted
FORM_0c85b1fd67ca7600adf6,ING_779a613b3e0a0956fa5f,1,Menthol,explicit_plus,rule_extracted
FORM_0c85b1fd67ca7600adf6,ING_d1792cab63db0f1ce81f,2,Camphor,explicit_plus,rule_extracted
FORM_0c85b1fd67ca7600adf6,ING_e93958494327329c1d54,3,Methyl Salicylate,explicit_plus,rule_extracted
FORM_0c85b1fd67ca7600adf6,ING_1574102b116149977080,4,Eucalyptus Oil,explicit_plus,rule_extracted
FORM_74497a0db960edc2b241,ING_e93958494327329c1d54,1,Methyl Salicylate,explicit_plus,rule_extracted
FORM_74497a0db960edc2b241,ING_d1792cab63db0f1ce81f,2,Camphor,explicit_plus,rule_extracted
FORM_74497a0db960edc2b241,ING_779a613b3e0a0956fa5f,3,Menthol,explicit_plus,rule_extracted
FORM_74497a0db960edc2b241,ING_054c9291a46971db6815,4,Eucalyptus Oil Mineral Oil,explicit_plus,rule_extracted
FORM_e0b4c7c7b43acbdf611b,ING_e0b4c7c7b43acbdf611b,1,"Fluid Extract Orange Peel Bitter, Fluid Extract Glycyrrhiza, Fluid Extract Rhubarb",single,rule_extracted
FORM_e22ccfd937879f88cc3c,ING_9e33f2bc4b0be623113f,1,Peppermint Oil,explicit_plus,rule_extracted
FORM_e22ccfd937879f88cc3c,ING_1574102b116149977080,2,Eucalyptus Oil,explicit_plus,rule_extracted
FORM_e22ccfd937879f88cc3c,ING_e93958494327329c1d54,3,Methyl Salicylate,explicit_plus,rule_extracted
FORM_e22ccfd937879f88cc3c,ING_d1792cab63db0f1ce81f,4,Camphor,explicit_plus,rule_extracted
FORM_17df7c9034576f5799ce,ING_9e33f2bc4b0be623113f,1,Peppermint Oil,explicit_plus,rule_extracted
FORM_17df7c9034576f5799ce,ING_e93958494327329c1d54,2,Methyl Salicylate,explicit_plus,rule_extracted
FORM_17df7c9034576f5799ce,ING_d1792cab63db0f1ce81f,3,Camphor,explicit_plus,rule_extracted
FORM_86b431ec72caa57bb522,ING_779a613b3e0a0956fa5f,1,Menthol,explicit_plus,rule_extracted
FORM_86b431ec72caa57bb522,ING_9e33f2bc4b0be623113f,2,Peppermint Oil,explicit_plus,rule_extracted
FORM_ef1b49b83d5ad1ac8d22,ING_efc838620462f2289e52,1,Salicylic Acid,explicit_plus,rule_extracted
FORM_ef1b49b83d5ad1ac8d22,ING_168a28f3330872b4003e,2,Benzoic Acid,explicit_plus,rule_extracted
FORM_31f0ea81055e6cb9ecb8,ING_31f0ea81055e6cb9ecb8,1,Mineral Oil,single,rule_extracted
FORM_d73b03a742756f1b6b86,ING_e93958494327329c1d54,1,Methyl Salicylate,explicit_plus,rule_extracted
FORM_d73b03a742756f1b6b86,ING_d1792cab63db0f1ce81f,2,Camphor,explicit_plus,rule_extracted
FORM_f923c0051c5fc9ac1e67,ING_f923c0051c5fc9ac1e67,1,Aceite Alcamporado,single,rule_extracted
FORM_d4d33900ba4cf364f988,ING_d4d33900ba4cf364f988,1,Mucopolysaccharide polysulfate,single,rule_extracted
FORM_ff3152c1cb7c6d5d69dd,ING_ff3152c1cb7c6d5d69dd,1,Benzydamine (as hydrochloride),single,rule_extracted
FORM_7a61f89db16dbc049988,ING_e93958494327329c1d54,1,Methyl Salicylate,explicit_plus,rule_extracted
FORM_7a61f89db16dbc049988,ING_779a613b3e0a0956fa5f,2,Menthol,explicit_plus,rule_extracted
FORM_7a61f89db16dbc049988,ING_1574102b116149977080,3,Eucalyptus Oil,explicit_plus,rule_extracted
FORM_7a61f89db16dbc049988,ING_81a3078128c132f0e23e,4,Camphor/ Menthol,explicit_plus,rule_extracted
FORM_7a61f89db16dbc049988,ING_d1792cab63db0f1ce81f,5,Camphor,explicit_plus,rule_extracted
FORM_ab824b708b3b0e19445e,ING_bbe1d5adbe56c9b1f778,1,Isopropyl Alcohol,explicit_plus,rule_extracted
FORM_ab824b708b3b0e19445e,ING_b4e9406c68a562dc41fe,2,Chlorhexidine Gluconate,explicit_plus,rule_extracted
FORM_521a2ee08e1d25d736e4,ING_779a613b3e0a0956fa5f,1,Menthol,explicit_plus,rule_extracted
FORM_521a2ee08e1d25d736e4,ING_8db618be24d6b390a7a4,2,Tocopherol Acetate (Vitamin E),explicit_plus,rule_extracted
FORM_521a2ee08e1d25d736e4,ING_86d6326b723effb7f970,3,Glycol Salicylate,explicit_plus,rule_extracted
FORM_521a2ee08e1d25d736e4,ING_2a4b36c5195b3086b031,4,dl-Camphor,explicit_plus,rule_extracted
FORM_7631a9435988652e2619,ING_86d6326b723effb7f970,1,Glycol Salicylate,explicit_plus,rule_extracted
FORM_7631a9435988652e2619,ING_779a613b3e0a0956fa5f,2,Menthol,explicit_plus,rule_extracted
FORM_7631a9435988652e2619,ING_8db618be24d6b390a7a4,3,Tocopherol Acetate (Vitamin E),explicit_plus,rule_extracted
FORM_7631a9435988652e2619,ING_cedc95b65e6bc12dbe1f,4,Nonanoic Acid Vanillylamide,explicit_plus,rule_extracted
FORM_d6891b14f2e7aad740c0,ING_d1792cab63db0f1ce81f,1,Camphor,explicit_plus,rule_extracted
FORM_d6891b14f2e7aad740c0,ING_779a613b3e0a0956fa5f,2,Menthol,explicit_plus,rule_extracted
FORM_d6891b14f2e7aad740c0,ING_4747e4df017543ed4c1d,3,Lavender Oil,explicit_plus,rule_extracted
FORM_cc6be4067873899c4bc5,ING_cc6be4067873899c4bc5,1,Povidone-lodine,single,rule_extracted
FORM_21e27bf6d96ff92e975f,ING_d1792cab63db0f1ce81f,1,Camphor,explicit_plus,rule_extracted
FORM_21e27bf6d96ff92e975f,ING_779a613b3e0a0956fa5f,2,Menthol,explicit_plus,rule_extracted
FORM_21e27bf6d96ff92e975f,ING_e93958494327329c1d54,3,Methyl Salicylate,explicit_plus,rule_extracted
FORM_950236f4e4ce2ea35522,ING_247e748e6ae4714d6440,1,Camphor Menthol,explicit_plus,rule_extracted
FORM_950236f4e4ce2ea35522,ING_1574102b116149977080,2,Eucalyptus Oil,explicit_plus,rule_extracted
FORM_2ce9fa02e988b7fde169,ING_797574251d2ba570419e,1,Camphor Eucalyptus Oil,explicit_plus,rule_extracted
FORM_2ce9fa02e988b7fde169,ING_779a613b3e0a0956fa5f,2,Menthol,explicit_plus,rule_extracted
FORM_c99d8a2cf1f8734d70c2,ING_168a28f3330872b4003e,1,Benzoic Acid,explicit_plus,rule_extracted
FORM_c99d8a2cf1f8734d70c2,ING_efc838620462f2289e52,2,Salicylic Acid,explicit_plus,rule_extracted
FORM_c99d8a2cf1f8734d70c2,ING_093bf1347749f5f9ab20,3,Resorcinol,explicit_plus,rule_extracted
FORM_59ae2a1d40b05a634ecc,ING_64785925cdd4b6baf933,1,Camphol,explicit_plus,rule_extracted
FORM_59ae2a1d40b05a634ecc,ING_779a613b3e0a0956fa5f,2,Menthol,explicit_plus,rule_extracted
FORM_59ae2a1d40b05a634ecc,ING_1574102b116149977080,3,Eucalyptus Oil,explicit_plus,rule_extracted
FORM_7e6b5e3ef316ed52dadb,ING_94f81f077b0786e17236,1,Menthol Crystals,explicit_plus,rule_extracted
FORM_7e6b5e3ef316ed52dadb,ING_e93958494327329c1d54,2,Methyl Salicylate,explicit_plus,rule_extracted
FORM_7e6b5e3ef316ed52dadb,ING_1574102b116149977080,3,Eucalyptus Oil,explicit_plus,rule_extracted
FORM_084901a4eebbd2350719,ING_ce741b57682264f75aa8,1,Capsicum Extract,explicit_plus,rule_extracted
FORM_084901a4eebbd2350719,ING_fd0f5b5ac70cd3d2e1eb,2,Zinc Oxide,explicit_plus,rule_extracted
FORM_8f0f6c9e740b47380e90,ING_779a613b3e0a0956fa5f,1,Menthol,explicit_plus,rule_extracted
FORM_8f0f6c9e740b47380e90,ING_e93958494327329c1d54,2,Methyl Salicylate,explicit_plus,rule_extracted
FORM_8f0f6c9e740b47380e90,ING_d1792cab63db0f1ce81f,3,Camphor,explicit_plus,rule_extracted
FORM_8f0f6c9e740b47380e90,ING_bb8411a15dbc1b30d24c,4,Thymol,explicit_plus,rule_extracted
FORM_8f0f6c9e740b47380e90,ING_8be2d30725521c96fa24,5,Borneol,explicit_plus,rule_extracted
FORM_8f0f6c9e740b47380e90,ING_fd0f5b5ac70cd3d2e1eb,6,Zinc Oxide,explicit_plus,rule_extracted
FORM_cb1ef706ca73c7fd0be5,ING_a6baa73c05934095f6f5,1,CLOVE OIL,explicit_plus,rule_extracted
FORM_cb1ef706ca73c7fd0be5,ING_f20f1e4ade896adc7606,2,CREOSOTE,explicit_plus,rule_extracted
FORM_10bce3df0d9ac5d0c395,ING_86d6326b723effb7f970,1,Glycol Salicylate,explicit_plus,rule_extracted
FORM_10bce3df0d9ac5d0c395,ING_76fa31b3df69c88074d2,2,L-Menthol,explicit_plus,rule_extracted
FORM_10bce3df0d9ac5d0c395,ING_8db618be24d6b390a7a4,3,Tocopherol acetate (Vitamin E),explicit_plus,rule_extracted
FORM_10bce3df0d9ac5d0c395,ING_2a4b36c5195b3086b031,4,dl-Camphor,explicit_plus,rule_extracted
FORM_82135953489f0357d186,ING_cfbe552da46f9b20dee5,1,Benzalkonium Chloride,explicit_plus,rule_extracted
FORM_82135953489f0357d186,ING_33ae879dbac1d4ddbd15,2,Cetrimide,explicit_plus,rule_extracted
FORM_b1646ce42482733eeab9,ING_b1646ce42482733eeab9,1,Camphor (Aceite De Alcamforado),single,rule_extracted
FORM_ad09fe4db34c0d7c2b4c,ING_e93958494327329c1d54,1,Methyl salicylate,explicit_plus,rule_extracted
FORM_ad09fe4db34c0d7c2b4c,ING_76fa31b3df69c88074d2,2,l-Menthol,explicit_plus,rule_extracted
FORM_ad09fe4db34c0d7c2b4c,ING_2dfcc453be2cd386518b,3,Tocopherol acetate dl-Camphor,explicit_plus,rule_extracted
FORM_40047b2c728101133c3d,ING_d1792cab63db0f1ce81f,1,Camphor,explicit_plus,rule_extracted
FORM_40047b2c728101133c3d,ING_779a613b3e0a0956fa5f,2,Menthol,explicit_plus,rule_extracted
FORM_40047b2c728101133c3d,ING_e93958494327329c1d54,3,Methyl Salicylate,explicit_plus,rule_extracted
FORM_40047b2c728101133c3d,ING_1574102b116149977080,4,Eucalyptus Oil,explicit_plus,rule_extracted
FORM_40047b2c728101133c3d,ING_6b8e60e652a163c926da,5,Oil of Turpentine,explicit_plus,rule_extracted
FORM_f51b2f84be1926ac5f9d,ING_f51b2f84be1926ac5f9d,1,Essence Eucalyptus,single,rule_extracted
FORM_5ed9964824f8d19425d7,ING_779a613b3e0a0956fa5f,1,MENTHOL,explicit_plus,rule_extracted
FORM_5ed9964824f8d19425d7,ING_efc838620462f2289e52,2,SALICYLIC ACID,explicit_plus,rule_extracted
FORM_5ed9964824f8d19425d7,ING_fd0f5b5ac70cd3d2e1eb,3,ZINC OXIDE,explicit_plus,rule_extracted
FORM_5ed9964824f8d19425d7,ING_093bf1347749f5f9ab20,4,RESORCINOL,explicit_plus,rule_extracted
FORM_5ed9964824f8d19425d7,ING_7c8893b5907f912126b9,5,PRECIPITATED SULFUR 400mg/1.5g/3g/3g/3g per 30g CREAM,explicit_plus,rule_extracted
FORM_ab4f1c85bfd3ae8e4baf,ING_b1fc6cd312e0515e6345,1,Aluminum hydroxide,explicit_slash,needs_review
FORM_ab4f1c85bfd3ae8e4baf,ING_232b69439e87f183fee8,2,Magnesium hydroxide,explicit_slash,needs_review
FORM_1795bb336ab9b967d8fb,ING_e93958494327329c1d54,1,Methyl Salicylate,explicit_plus,rule_extracted
FORM_1795bb336ab9b967d8fb,ING_76fa31b3df69c88074d2,2,L-Menthol,explicit_plus,rule_extracted
FORM_1795bb336ab9b967d8fb,ING_2a4b36c5195b3086b031,3,dL-Camphor,explicit_plus,rule_extracted
FORM_1795bb336ab9b967d8fb,ING_5b7d222656fb47d434cb,4,Vanillylamide Nonylate,explicit_plus,rule_extracted
FORM_faebb04716caef51c6fc,ING_faebb04716caef51c6fc,1,Aromatic Spirit Of Ammonia,single,rule_extracted
FORM_4c9961a871707d4b1ab4,ING_4c9961a871707d4b1ab4,1,Methyl Salicylate L-Menthol Tocopherol Acetate Dl-Camphor,single,rule_extracted
FORM_f9b403c7c7faa7ac4be3,ING_a9a86807c98a5e52b052,1,Tretinoin,explicit_plus,rule_extracted
FORM_f9b403c7c7faa7ac4be3,ING_44bc82a81577f9c2bfe0,2,Hydroquinone,explicit_plus,rule_extracted
FORM_995d551635be10e3f29b,ING_a66a91631b28ad864851,1,Methylsalicylate,explicit_plus,rule_extracted
FORM_995d551635be10e3f29b,ING_d1792cab63db0f1ce81f,2,Camphor,explicit_plus,rule_extracted
FORM_995d551635be10e3f29b,ING_779a613b3e0a0956fa5f,3,Menthol,explicit_plus,rule_extracted
FORM_581ba962698be0ca7767,ING_7e6da33aec6669e97172,1,Sulfur,explicit_plus,rule_extracted
FORM_581ba962698be0ca7767,ING_fd0f5b5ac70cd3d2e1eb,2,Zinc Oxide,explicit_plus,rule_extracted
FORM_581ba962698be0ca7767,ING_093bf1347749f5f9ab20,3,Resorcinol,explicit_plus,rule_extracted
FORM_581ba962698be0ca7767,ING_efc838620462f2289e52,4,Salicylic Acid,explicit_plus,rule_extracted
FORM_869338c75ef19cd70bc6,ING_13db12e72180ab46e29c,1,Paracetamol 250 Mg,explicit_slash,needs_review
FORM_869338c75ef19cd70bc6,ING_31d34e021d886100756b,2,5 Ml Suspension,explicit_slash,needs_review
FORM_91298e543e8f54ad6dad,ING_be42aa66ac6fb0e0e52d,1,Irbesartan,explicit_slash,needs_review
FORM_91298e543e8f54ad6dad,ING_c587ceab445a4ceb38ba,2,Hydrochlorothiazide,explicit_slash,needs_review
FORM_68168b10ed7076ba7d94,ING_68168b10ed7076ba7d94,1,Zolpidem Tartrate,single,rule_extracted
FORM_c0206ec84f71f078f161,ING_2d66d166ad20fe36d6db,1,Vitamin B Complex,explicit_plus,rule_extracted
FORM_c0206ec84f71f078f161,ING_04e9c0db87e7eebbf812,2,Iron,explicit_plus,rule_extracted
FORM_c0206ec84f71f078f161,ING_00df40a46250db51e431,3,Buclizine Hydrochloride,explicit_plus,rule_extracted
FORM_28084b33da8d2a540b57,ING_fa52e2e14e8b49b14f0f,1,Vitamin B-Complex,explicit_plus,rule_extracted
FORM_28084b33da8d2a540b57,ING_afe95dc7914b8b94c022,2,Ferrous Fumarate,explicit_plus,rule_extracted
FORM_5ca2d98f427510a48a41,ING_2d66d166ad20fe36d6db,1,Vitamin B Complex,explicit_plus,rule_extracted
FORM_5ca2d98f427510a48a41,ING_afe95dc7914b8b94c022,2,Ferrous Fumarate,explicit_plus,rule_extracted
FORM_f20a5ad2cafe601088a3,ING_cf30dd5c8bf1a22ea76b,1,Phenylpropanolamine Hcl,explicit_plus,rule_extracted
FORM_f20a5ad2cafe601088a3,ING_a6e0d5762ca8302823df,2,Chlorphenamine Maleate,explicit_plus,rule_extracted
FORM_f20a5ad2cafe601088a3,ING_54238e9415df5dffbf4b,3,Paracetamol,explicit_plus,rule_extracted
FORM_d1ed4945eac73825c8e5,ING_1e9fe44b9f1e973499e1,1,Thiamine Mononitrate (Vit B1),explicit_plus,rule_extracted
FORM_d1ed4945eac73825c8e5,ING_683c79a458f3031ca430,2,Pyridoxine Hydrochloride (Vit B6),explicit_plus,rule_extracted
FORM_d1ed4945eac73825c8e5,ING_d73ef7db8c0b3ff50664,3,Cyanocobalamin (Vit B12),explicit_plus,rule_extracted
FORM_8c289a6ea9e71e4ec371,ING_c4da68db93431bbb7bc4,1,Vitamin B1,explicit_plus,rule_extracted
FORM_8c289a6ea9e71e4ec371,ING_6b77d626e58fffd6dd58,2,Vitamin B6,explicit_plus,rule_extracted
FORM_8c289a6ea9e71e4ec371,ING_73ea8f0c8c07a8345f91,3,Vitamin B12,explicit_plus,rule_extracted
FORM_b54884e64e043d9e25e4,ING_b54884e64e043d9e25e4,1,Multivitamins Syrup,single,rule_extracted
FORM_a0ad2ad524e83646b19e,ING_524a0b304071894bf844,1,Metronidazole,explicit_plus,rule_extracted
FORM_a0ad2ad524e83646b19e,ING_7df0ca48f4c6f901162d,2,Nystatin,explicit_plus,rule_extracted
FORM_82b7ac64b36dc6877b2f,ING_2898fa2340e426710c6d,1,Lincomycin Hydrochloride,explicit_plus,rule_extracted
FORM_82b7ac64b36dc6877b2f,ING_6e4721f90e4d1db67d31,2,Gentamicin Sulfate,explicit_plus,rule_extracted
FORM_82b7ac64b36dc6877b2f,ING_c6f9fc554a3a0cf84ec2,3,Bromhexine Hydrochloride (Vet.),explicit_plus,rule_extracted
FORM_dfef1b98e45ed17a29c2,ING_dfef1b98e45ed17a29c2,1,Pravastatin (as Sodium),single,rule_extracted
FORM_580d66f414c7c9a7d477,ING_580d66f414c7c9a7d477,1,Spironolactone,single,rule_extracted
FORM_7a060465348245bdb407,ING_717a5843e8ad6eae5b56,1,Imidapril Hydrochloride,explicit_plus,rule_extracted
FORM_7a060465348245bdb407,ING_c587ceab445a4ceb38ba,2,Hydrochlorothiazide,explicit_plus,rule_extracted
FORM_1b301046624035f8aedf,ING_823e69efe622b6954a69,1,Pantoprazole (as sodium sesquihydrate),explicit_plus,rule_extracted
FORM_1b301046624035f8aedf,ING_c03b9303756f6b29e760,2,Domperidone,explicit_plus,rule_extracted
FORM_6ad98daa3ee73aac6689,ING_fc30c3873522f71e1ef9,1,Tranexamic Acid,explicit_plus,rule_extracted
FORM_6ad98daa3ee73aac6689,ING_a6cb06a77ec04139a75d,2,Mefenamic Acid,explicit_plus,rule_extracted
FORM_7c0d619b94837e3415a3,ING_3338b4807be86fc0a478,1,Each kit contains: Wintergreen Oil,explicit_plus,rule_extracted
FORM_7c0d619b94837e3415a3,ING_d1792cab63db0f1ce81f,2,Camphor,explicit_plus,rule_extracted
FORM_7c0d619b94837e3415a3,ING_500c9211f28e53e6554c,3,Turpentine Oil,explicit_plus,rule_extracted
FORM_7c0d619b94837e3415a3,ING_1574102b116149977080,4,Eucalyptus Oil,explicit_plus,rule_extracted
FORM_7c0d619b94837e3415a3,ING_779a613b3e0a0956fa5f,5,Menthol,explicit_plus,rule_extracted
FORM_7c0d619b94837e3415a3,ING_a6baa73c05934095f6f5,6,Clove Oil,explicit_plus,rule_extracted
FORM_7c0d619b94837e3415a3,ING_767d00fa7ddc04f396b5,7,Cinnamon Oil [Relispray Plus] Lidocaine,explicit_plus,rule_extracted
FORM_7c0d619b94837e3415a3,ING_2c5f1c326bd6f84d69a1,8,Cetrimide [Mistdress] Povidone-Iodine [Vinodine],explicit_plus,rule_extracted
FORM_aaa7cf3140daf299421d,ING_aaa7cf3140daf299421d,1,Cefpodoxime(As Proxetil),single,rule_extracted
FORM_8e091f1b1215f4d8c6a1,ING_8e091f1b1215f4d8c6a1,1,Levobact,single,rule_extracted
FORM_d9619b2f07dff33ce625,ING_9c8982d726b00b375471,1,ATORVASTATIN CALCIUM,explicit_plus,rule_extracted
FORM_d9619b2f07dff33ce625,ING_9ad5ef0f3c254679d7f9,2,AMLODIPNE(AS BESILATE),explicit_plus,rule_extracted
FORM_693973986facbc5c27ec,ING_693973986facbc5c27ec,1,Divalproex sodium (as valproic acid),single,rule_extracted
FORM_22f919fe7aaccf86aaf4,ING_e5eac43e2df2946f206c,1,Losartan,explicit_plus,rule_extracted
FORM_22f919fe7aaccf86aaf4,ING_c587ceab445a4ceb38ba,2,Hydrochlorothiazide,explicit_plus,rule_extracted
FORM_f1b9685a8e83089f9501,ING_f1b9685a8e83089f9501,1,Salbutamol(as Sulfate),single,rule_extracted
FORM_73438451f72d0cba3c5e,ING_cf676b9749afd1e542e2,1,Ascorbic Acid,explicit_plus,rule_extracted
FORM_73438451f72d0cba3c5e,ING_c206d51e7c883b8b3a83,2,Cholecalciferol (Vit. D3),explicit_plus,rule_extracted
FORM_73438451f72d0cba3c5e,ING_f78ea752822b648940d5,3,Zinc,explicit_plus,rule_extracted
FORM_b3f4fc8a677595cb173a,ING_370f0dd445f27cb4b199,1,Ascorbic Acid (As Calcium Ascorbate),explicit_plus,rule_extracted
FORM_b3f4fc8a677595cb173a,ING_7b312affa96bea5510b4,2,Zinc (As Zinc Gluconate),explicit_plus,rule_extracted
FORM_6cd9dedd7c729e39f6c3,ING_8422fd717ccca8d76a04,1,Multivitamins,explicit_plus,rule_extracted
