ingredient_id,ingredient_name_display,ingredient_name_normalized
ING_d9857fa4f818a21175d3,Iron (as ferrous sulfate heptahydrate),iron (as ferrous sulfate heptahydrate)
ING_960753084683b29b1f3d,Phenobarbital,phenobarbital
ING_c335f2c7c97eb5ae8dca,Sodium Bicarbonate,sodium bicarbonate
ING_2d66d166ad20fe36d6db,Vitamin B Complex,vitamin b complex
ING_d4ebb3df9eed1d5f7b33,Vitamin C,vitamin c
ING_72d61f976f0e136be308,Benzylpenicillin (as sodium),benzylpenicillin (as sodium)
ING_a87c0dc3e1c799480d6c,Dextromethorphan Hydrobromide,dextromethorphan hydrobromide
ING_7d00b0927480e1de7a17,Magnesium Sulfate,magnesium sulfate
ING_e4c9b7ce8021302e5d6f,Phenylpropanolamine Hydrochloride,phenylpropanolamine hydrochloride
ING_b127aaf5134932fcc86c,Guaifenesin,guaifenesin
ING_2abdfb96ad75eb6e8c33,Isoxsuprine Hydrochloride,isoxsuprine hydrochloride
ING_55def7a1948dcc855c25,Fusidic acid,fusidic acid
ING_b1bbb1df61f3229cea97,Thiamine Hydrochloride (Vitamin B1),thiamine hydrochloride (vitamin b1)
ING_0302fe55cfd6d4c5b7c6,Isoniazid,isoniazid
ING_93c5db037b8589ae6a15,Pyridoxine Hydrochloride,pyridoxine hydrochloride
ING_b3e0f6359133644a2afd,Diazepam,diazepam
ING_11ed5461221f3a304612,Dextromethorphan Hbr,dextromethorphan hbr
ING_3aaebd3bc7c62266e5c0,Carbimazole,carbimazole
ING_282fe35deb80077fdc66,Dexamethasone,dexamethasone
ING_f74b562e0980cbbdc432,5% Dextrose in 0.3% Sodium Chloride,5% dextrose in 0.3% sodium chloride
ING_0c25bee41c81af924dcd,20% Mannitol,20% mannitol
ING_6694c42fcf40c597ab82,Pyridostigmine Bromide,pyridostigmine bromide
ING_3d525489d55b88834795,5% Dextrose In 0.9% Sodium Chloride,5% dextrose in 0.9% sodium chloride
ING_7a357649ff1a5bad1e4d,Bacitracin,bacitracin
ING_efba19db340f5efa20c1,Neomycin,neomycin
ING_1917ab5d6f29a23d31f3,Sterile Water for Injection,sterile water for injection
ING_9f4cc99290ce46a2ad23,Balanced Multiple Maintenance Solution with 5% Dextrose,balanced multiple maintenance solution with 5% dextrose
ING_6876303e938abc859d7c,Multivitamins (see reverse for formulation),multivitamins (see reverse for formulation)
ING_14d79a507e29b0ea4cdc,Pyrantel Embonate,pyrantel embonate
ING_f7c6200bf111b84ee533,Ethinylestradiol,ethinylestradiol
ING_7fecf7fdf06a811212b3,Mebeverine Hydrochloride,mebeverine hydrochloride
ING_f0deeb57ca1d385deee8,Guiafenesin,guiafenesin
ING_cea97ea5e5e3811de813,Dexamethasone (as Sodium Phosphate),dexamethasone (as sodium phosphate)
ING_04e9c0db87e7eebbf812,Iron,iron
ING_501412629a52e590b561,Folic Acid,folic acid
ING_096bacec938c191b0dd9,Vitamin B -Complex,vitamin b -complex
ING_8422fd717ccca8d76a04,Multivitamins,multivitamins
ING_51ccf6e611c6a1d5cf5e,Benzocaine,benzocaine
ING_040e1c5cffb86d241b0c,Boric Acid,boric acid
ING_b8d976ef0be935c35620,Eucalyptus,eucalyptus
ING_5c0dc0dcd18bc82474e7,Glycerol,glycerol
ING_27be0973935b9b99b91e,Fluocinonide,fluocinonide
ING_f53035420640904ad644,Clotrimazole,clotrimazole
ING_fa52e2e14e8b49b14f0f,Vitamin B-Complex,vitamin b-complex
ING_6e80ab0effce310a7c70,Morphine Sulfate,morphine sulfate
ING_3147c32b2e8eb3a45f1f,Levomepromazine (as maleate),levomepromazine (as maleate)
ING_cd1221948062f525ec2e,Phenoxymethylpenicillin Potassium,phenoxymethylpenicillin potassium
ING_ac80acec7061cd2e1d9f,Bumetanide,bumetanide
ING_8e6fc5ea17a9de2620c3,Betamethasone (As Dipropionate),betamethasone (as dipropionate)
ING_57c3f24ea81d5531369c,Hydrocortisone 10 Mg,hydrocortisone 10 mg
ING_48fffee8b1ffe2e07879,Bacitracin 200 Units,bacitracin 200 units
ING_1f9517471d96f8978ab6,Polymyxin B Sulfate 4000 Units,polymyxin b sulfate 4000 units
ING_06c05ac5a90fe68e9eed,Neomycin 3 Mg,neomycin 3 mg
ING_8a2d33171c8e8769d527,Monobasic Sodium Phosphate,monobasic sodium phosphate
ING_77316783ffe5201de114,Dibasic Sodium Phosphate,dibasic sodium phosphate
ING_8699d9cc042aac7a1555,Silver Sulfadiazine,silver sulfadiazine
ING_08e9dbd4534fab0aff60,Levothyroxine Sodium,levothyroxine sodium
ING_d4187393ef4bdc808e22,Clorazepate Dipotassium,clorazepate dipotassium
ING_8217b91ef4a30d9de5c2,Doxycycline (as Hyclate),doxycycline (as hyclate)
ING_8cfbf7ce230c171c6f9d,Oxeladine Citrate,oxeladine citrate
ING_36b9451985ae5023582b,Diclofenac Sodium,diclofenac sodium
ING_25262dbb4e0600c62762,Metoprolol Tartrate,metoprolol tartrate
ING_8477bb1a40ef5b71aeac,Calcium Lactate,calcium lactate
ING_90f8f361fbe05cf14fd1,Docusate Sodium,docusate sodium
ING_3277953783faf69c5038,Benzyl Benzoate,benzyl benzoate
ING_0110702cfd0a845c6d11,Presipitated Sulfur,presipitated sulfur
ING_fd0f5b5ac70cd3d2e1eb,Zinc Oxide,zinc oxide
ING_779a613b3e0a0956fa5f,Menthol,menthol
ING_f7cef0b66d576da52f5c,Colchicine,colchicine
ING_a21bf33f2b233bc58c23,Multivitamis,multivitamis
ING_46b3e392e44a05cf1063,Nalbuphine Hydrochloride,nalbuphine hydrochloride
ING_2e2378084d2d8e398059,Thiamine Hydrochloride (Vit. B1),thiamine hydrochloride (vit. b1)
ING_26477ba943ba5e1019e4,Pyridoxine Hydrochloride (Vit. B6),pyridoxine hydrochloride (vit. b6)
ING_e44759d71dfe34f154f9,Cyanocobalamin (Vit. B12),cyanocobalamin (vit. b12)
ING_2425fabea68092fb7144,Mebendazole,mebendazole
ING_bbb0ec1b48225169e192,Cyanocobalamin,cyanocobalamin
ING_62489d9612510ebda5b5,Minerals,minerals
ING_b3f0f38aaf9f676fd3b3,Deanol,deanol
ING_5817eaccce58862dd5f0,Royal Jelly,royal jelly
ING_294d1da79b03b38567df,Korean Panax Ginseng,korean panax ginseng
ING_80e9b7e9e8351575dfd9,Piracetam,piracetam
ING_63bb40401aaeb2e26d46,Homatropine Methylbromide,homatropine methylbromide
ING_cb9516d4d63d07b735a2,Cefalexin (As Monohydrate),cefalexin (as monohydrate)
ING_59735f2fe19f53415a0f,Lysine Hydrochloride,lysine hydrochloride
ING_dbfab86177402879ccfe,Loperamide Hydrochloride,loperamide hydrochloride
ING_6c58758bc547e0459c07,Gliclazide,gliclazide
ING_7e4b29ff83ff6217d59a,Aplosyn-10,aplosyn-10
ING_cac93b6fff4074b1ab84,Timolol maleate,timolol maleate
ING_cf30dd5c8bf1a22ea76b,Phenylpropanolamine Hcl,phenylpropanolamine hcl
ING_4fe8cf4b55b548236bd2,Sodium Citrate,sodium citrate
ING_ed174186b75c3e6cd6ab,Ammonium Chloride,ammonium chloride
ING_e376b8c17063b6fcc438,Naproxen Sodium,naproxen sodium
ING_fa4a0f54d69ac103c191,Dexamethasone Sodium Phosphate,dexamethasone sodium phosphate
ING_26cc0c6306abe86cd52d,Neomycin Base (As Sulfate),neomycin base (as sulfate)
ING_401e811820225ac0cbb3,Polymixin B Sulfate,polymixin b sulfate
ING_efc838620462f2289e52,Salicylic Acid,salicylic acid
ING_118f5463765525517716,Amoxicillin (As Trihydrate),amoxicillin (as trihydrate)
ING_97febc36789a673509d2,Benzylpenicillin Sodium,benzylpenicillin sodium
ING_25c5bb306bfbdb90a287,Trimipramine maleate,trimipramine maleate
ING_c03b9303756f6b29e760,Domperidone,domperidone
ING_b40da560d62773cc8380,Bromhexine Hydrochloride,bromhexine hydrochloride
ING_42914d13b008eca7b03c,Amoxicillin (Trihydrate),amoxicillin (trihydrate)
ING_fea999acb0217eca1f69,Cinchocaine hydrochloride,cinchocaine hydrochloride
ING_a3c07285f96ee1799fa8,Cinchocaine HCl,cinchocaine hcl
ING_483bdeff09ce60e32a27,Dicycloverine hydrochloride,dicycloverine hydrochloride
ING_f3d98aadce19582f8f75,Gramicidin,gramicidin
ING_7df0ca48f4c6f901162d,Nystatin,nystatin
ING_6cd509c88b776d2fbbe3,Ceftriaxone (as sodium),ceftriaxone (as sodium)
ING_4995a7ba74d368b83074,Prednisone,prednisone
ING_960ed72aadc225d4e572,Chloroquine Phosphate,chloroquine phosphate
ING_0209e6dc63c379153f3a,Chlorpheniramine maleate,chlorpheniramine maleate
ING_f94c4cbb5b1f09b71ade,Cotrimoxazole,cotrimoxazole
ING_a6cb06a77ec04139a75d,Mefenamic Acid,mefenamic acid
ING_c8e208941e68a10ccedc,Pilocarpine Hydrochloride,pilocarpine hydrochloride
ING_d8d52718bfb69d9a908c,5% Dextrose In Water,5% dextrose in water
ING_be65f3ce9e7c96a9b80b,Hyoscine-N-Butylbromide,hyoscine-n-butylbromide
ING_1d8765fef2c50b860c19,Famotidine,famotidine
ING_568b2c0ea7cb3a0f978d,6% Dextran 70 in 5% Dextrose,6% dextran 70 in 5% dextrose
ING_00df40a46250db51e431,Buclizine hydrochloride,buclizine hydrochloride
ING_af675743181e950300bd,Cetirizine Dihydrochloride,cetirizine dihydrochloride
ING_fdc4596d94044b27d23f,Ondansetron (as Hydrochloride dihydrate),ondansetron (as hydrochloride dihydrate)
ING_9d45943ae876d7734f1e,10% Dextrose In Water Solution For Iv Infusion,10% dextrose in water solution for iv infusion
ING_0d6f8afa3940b7f06beb,Sodium Chloride,sodium chloride
ING_ab71b7e5eeecda329557,5% Dextrose in 0.45% Sodium Chloride,5% dextrose in 0.45% sodium chloride
ING_5e85e3ac88b5d209a741,5% Dextrose In Water Solution For Iv Infusion,5% dextrose in water solution for iv infusion
ING_bbf25f6335afb5f6eb76,Imipenem,imipenem
ING_c379edd48be2697b2e2f,Cilastatin Sodium,cilastatin sodium
ING_dd24616fe1e297a3609e,Fluorometholone Acetate,fluorometholone acetate
ING_9881d33f402a54cd794c,Salbutamol (as sulfate),salbutamol (as sulfate)
ING_6a78289d653c98656404,Proparacaine Hydrochloride,proparacaine hydrochloride
ING_378b6364661d9c924214,Nalidixic Acid,nalidixic acid
ING_e2dc5a9c9912e681e682,L-Carnitine,l-carnitine
ING_82f66e11f6b4922ce7cd,Lactated Ringer'S Solution,lactated ringer's solution
ING_b76cc23f6c341d34d30e,Betahistine mesylate,betahistine mesylate
ING_2985e90fb6422da31c8e,Water for Injection,water for injection
ING_45b2559f4e1fd4d7ca6a,Budesonide,budesonide
ING_04469d4b59862a98ea5f,5% Dextrose in Lactated Ringer's,5% dextrose in lactated ringer's
ING_74ab886f5297c8bded8c,Peritoneal Dialysis With 1.5% Dextrose,peritoneal dialysis with 1.5% dextrose
ING_5b011434b60dbadaf3e0,Peritoneal Dialysis Solution With 4.25% Dextrose,peritoneal dialysis solution with 4.25% dextrose
ING_bd107be8959ffdd668ce,Salbutamol,salbutamol
ING_669592addb2ff5f0c706,Atenolol,atenolol
ING_d75542ccb6b9a90504f9,Tamoxifen (as citrate),tamoxifen (as citrate)
ING_87e1e7f418a4a5748476,Propranolol Hydrochloride,propranolol hydrochloride
ING_b123535a878ac6e2f535,Mecobalamin,mecobalamin
ING_45063dd2a9606703b05d,Iron (as ferrous sulfate),iron (as ferrous sulfate)
ING_e91629ef683d8ddc508b,Erythromycin,erythromycin
ING_8827c0907c6578d8ae76,Miconazole Nitrate,miconazole nitrate
ING_402c8b276fcc78c2c194,Miconazole,miconazole
ING_1f6edaa42faab4e8e846,Mannitol,mannitol
ING_75224fa01f6d0cad936c,Tobradex,tobradex
ING_4157d2081fc6a407d4e0,Alprazolam,alprazolam
ING_b1fc6cd312e0515e6345,Aluminum Hydroxide,aluminum hydroxide
ING_232b69439e87f183fee8,Magnesium Hydroxide,magnesium hydroxide
ING_129554bf427dd93f5449,Cefazolin Sodium,cefazolin sodium
ING_78c50fa41383eee71291,Lisinopril,lisinopril
ING_fb5d9dd6ded0551dde16,Lisinopril (as dihydrate),lisinopril (as dihydrate)
ING_c07136a795dd93206101,Calcium,calcium
ING_a9b889561f21c0f31b30,Potassium Chloride,potassium chloride
ING_eb5d674c17fbe93ae4fb,5% Dextrose with Electrolytes Maintenance,5% dextrose with electrolytes maintenance
ING_17d3aba6cc743ddbfe8c,Zuclopenthixol acetate,zuclopenthixol acetate
ING_8303ce3792d8ee4738f3,Calcipotriol,calcipotriol
ING_ffa0567ed9fa1867534d,Tobramycin,tobramycin
ING_1f89d9407838fbf7f5b3,Quinine Sulfate,quinine sulfate
ING_9accae4d43a45cb3a3ba,Phytomenadione,phytomenadione
ING_9c50a1d229205e503b8f,Hydrochlorthiazide,hydrochlorthiazide
ING_cd3de33b45a92c8497e5,TERBUTALINE SULFATE,terbutaline sulfate
ING_afe95dc7914b8b94c022,Ferrous Fumarate,ferrous fumarate
ING_c7ac0cf149ff92af268b,Tizanidine,tizanidine
ING_8b13edfc34cdb4d7b525,Bupivacaine Hydrochloride,bupivacaine hydrochloride
ING_825609d1d18bbcfe2936,Lidocaine Hydrochloride,lidocaine hydrochloride
ING_970ea15b212b937deac6,AMOROLFINE (as hydrochloride),amorolfine (as hydrochloride)
ING_734efc7928b8f926191c,Chloramphenicol,chloramphenicol
ING_619401feacecb02ba2ba,Ambroxol Hydrochloride,ambroxol hydrochloride
ING_e8242e048fbe2e3d3844,Beractant,beractant
ING_1b4ac6feb0601661828e,Cefixime,cefixime
ING_a91bbfd67ad556391f4e,Idarubicin Hydrochloride,idarubicin hydrochloride
ING_4b5adc2ed887a37c53c7,Terbinafine (As Hydrochloride),terbinafine (as hydrochloride)
ING_5c24043f089e5021e5dc,Flucloxacillin (as sodium),flucloxacillin (as sodium)
ING_d63bc7f8f9f86e0a3675,Tramadol hydrochloride,tramadol hydrochloride
ING_8383bce882349bbf6e59,Paroxetine,paroxetine
ING_b7e2a08305155fe93cc7,Ceftazidime (as pentahydrate),ceftazidime (as pentahydrate)
ING_d0b965c97b10e2051ed2,Castor Oil,castor oil
ING_23c9808c4d4c4c062eb9,BENZOYL PEROXIDE,benzoyl peroxide
ING_2e62a3ae267d6cb3b850,Thiamine Mononitrate (Vit. B1),thiamine mononitrate (vit. b1)
ING_7aeb5dfea798ea8413a3,Cyanocobalamine (Vit. B12),cyanocobalamine (vit. b12)
ING_41554c1eca4887a56702,Ganciclovir (As Sodium),ganciclovir (as sodium)
ING_799375999e45491d57f2,Pheniramine Maleate,pheniramine maleate
ING_cf3dddb73b49b2182dc4,Naphazoline Hydrochloride,naphazoline hydrochloride
ING_e8f209c95ddd5dac3b50,Goserelin (As Acetate),goserelin (as acetate)
ING_ea7dc7da9c02f1ef77db,Lacidipine,lacidipine
ING_689947dcbeff006f2814,Ciprofloxacin (as Hydrochloride),ciprofloxacin (as hydrochloride)
ING_c183bab712f9f3c863b6,Carbocisteine,carbocisteine
ING_b267f8aba0f437b327f8,Phenylephrine hydrochloride,phenylephrine hydrochloride
ING_a21f9dccbffd4c02fadd,Diphenhydramine,diphenhydramine
ING_1d0fa592a256099c566e,Balanced Multiple Replacement Solution For Iv Infusion,balanced multiple replacement solution for iv infusion
ING_86b03080b8b863d1d8b0,Acibar,acibar
ING_ddeaf83765d461d5b51e,Fluid Extract Regaliz,fluid extract regaliz
ING_dbd0d13d0703f3d22839,Fluid Extract Rhubarb,fluid extract rhubarb
ING_eb89a2ae222e14efc7a4,Atropine sulfate,atropine sulfate
ING_80d8f764c5d77dd65d55,"Methyl Salicylate , Essence Of Eucalyptus , Camphor Powder , Menthol Crystals","methyl salicylate , essence of eucalyptus , camphor powder , menthol crystals"
ING_3cacece132db622885a9,Lactated Ringer's Solution for Injection,lactated ringer's solution for injection
ING_01f0d3366db45c1e8bdf,Zinc (as Gluconate),zinc (as gluconate)
ING_f3a25f61795bddd91c0f,Lamotrigine,lamotrigine
ING_9a21ba7dc224457f9668,AMIKACIN (AS SULFATE),amikacin (as sulfate)
ING_a892eb7d121dcb0cfb19,Balanced Multiple Maintenance Solution For Iv Infusion,balanced multiple maintenance solution for iv infusion
ING_d3176453d793e56940c5,Chloramphenicol (As Palmitate),chloramphenicol (as palmitate)
ING_ec9facba7b0c3bca8946,Gentamicin (as Sulfate),gentamicin (as sulfate)
ING_39795129f6db4c50f225,Octreotide (As Acetate),octreotide (as acetate)
ING_3cc7768811004469f6bf,Desonide,desonide
ING_ed2334f563e5e5814a50,Lynestrenol,lynestrenol
ING_be566f6ae859903805cd,Fat Soluble Vitamins,fat soluble vitamins
ING_39cfc96fb5a26c43bc1b,Cefaclor (As Monohydrate),cefaclor (as monohydrate)
ING_798c6fe77221b47541b0,Omeprazole,omeprazole
ING_392aa952926811cd61f6,Gentian Violet,gentian violet
ING_b5645abf9c9cd2c7c4ea,Chloramphenicol (as sodium succinate),chloramphenicol (as sodium succinate)
ING_524a0b304071894bf844,Metronidazole,metronidazole
ING_a9a86807c98a5e52b052,Tretinoin,tretinoin
ING_268c2462990fcf43febb,Ofloxacin,ofloxacin
ING_3280fe45a97dc2a7e40e,Menadione Sodium Bisulfite,menadione sodium bisulfite
ING_a269c6c498db126fda75,Amino Acids,amino acids
ING_59769f6596bd28dd2c28,Dicycloverine (As hydrochloride),dicycloverine (as hydrochloride)
ING_0cfc6adc2adf78a4ad8f,Tolnaftate,tolnaftate
ING_f9d23537d4ee590c4de3,Clioquinol,clioquinol
ING_f24897cf0d9bcbb9b3c0,Inosine Acedoben Dimepranol,inosine acedoben dimepranol
ING_4f3eccb808e57d5b8df7,Lyophilized Bacterial Lysate,lyophilized bacterial lysate
ING_9478d20dfa7efc512348,Erythromycin (as Ethylsuccinate),erythromycin (as ethylsuccinate)
ING_cf676b9749afd1e542e2,Ascorbic Acid,ascorbic acid
ING_77f1234764a767f3f05f,Ciclosporin,ciclosporin
ING_1e90d954e7c7b2e8e624,d-Alpha Tocopheryl Acid Succinate (Vitamin E),d-alpha tocopheryl acid succinate (vitamin e)
ING_41a23dbdc6241fc4852e,Korean Ginseng,korean ginseng
ING_ab364511c16df8c2960b,Bee Pollen,bee pollen
ING_aac23e599cb2180e1ece,Calcium Pantothenate,calcium pantothenate
ING_d488be59fe6ab60f262e,Lecithin,lecithin
ING_f5afd5dc2a2006b3e8f4,Carbenoxolone Sodium,carbenoxolone sodium
ING_8364dd8d5d7e62e4e564,Dicycloverine,dicycloverine
ING_9ed63154d1e2d3289d59,FERROUS SULFATE,ferrous sulfate
ING_168a28f3330872b4003e,Benzoic Acid,benzoic acid
ING_7e6da33aec6669e97172,Sulfur,sulfur
ING_80ad5becbdc59dd70464,BENZYL BENZOATE 25% LOTION,benzyl benzoate 25% lotion
ING_23c1bbbdc228ab2351b7,Cefixime (as trihydrate),cefixime (as trihydrate)
ING_40a8298692b6b8cce23e,Dibencozide,dibencozide
ING_4d9b91e2c4f5675822b2,Cinnarizine,cinnarizine
ING_05400f26edadea4e5e2b,Mesalazine,mesalazine
ING_c01473d50086ff59e247,Ranitidine Hydrochloride,ranitidine hydrochloride
ING_243adb3466af70500f0c,Dextrose 50%,dextrose 50%
ING_ce689fb71f0c688c0bbe,Mometasone Furoate,mometasone furoate
ING_c4da68db93431bbb7bc4,Vitamin B1,vitamin b1
ING_2f5da6e9921baa794759,B6,b6
ING_8651b2bcef1776e9ebff,B12,b12
ING_32cc576002135ea10752,Nitroglycerin,nitroglycerin
ING_62f17abd3701243f7f3e,Meclizine Hydrochloride,meclizine hydrochloride
ING_bafb82130e520baafc8f,Metronidazole (as benzoate),metronidazole (as benzoate)
ING_e75411f3b5cdf512a6be,Cefuroxime (As Sodium),cefuroxime (as sodium)
ING_e3f448c919707ad23efe,Ampicillin (As Sodium),ampicillin (as sodium)
ING_85dc5b40a9d4e5f0a866,Pizotifen (as Maleate),pizotifen (as maleate)
ING_acdaab38c6a218fe9c24,Bromhexine (As Hydrochloride),bromhexine (as hydrochloride)
ING_b9c600f2675a3a457176,Pyrantel (as Embonate),pyrantel (as embonate)
ING_a0b3bddc50013f28a4bf,Hydroxychloroquine Sulfate,hydroxychloroquine sulfate
ING_feb52949cc2c9f709ac3,Thiamine Mononitrate,thiamine mononitrate
ING_3c65d350f81eb1c7a162,Phenylpropanolamine Hydrochloride Chlorphenamine Maleate,phenylpropanolamine hydrochloride chlorphenamine maleate
ING_e57f2d277e24b56fb2d3,Amoxicillin(As Trihydrate),amoxicillin(as trihydrate)
ING_8c26fd3db3018b333241,Benzathine Benzylpenicillin,benzathine benzylpenicillin
ING_98cde11c338b5ce469ff,Cefalexin ( As Monohydrate),cefalexin ( as monohydrate)
ING_063a450f7a36780efdab,Valaciclovir (as Hydrochloride),valaciclovir (as hydrochloride)
ING_2c1aee7c320e05647e74,Cloxacillin (As Sodium),cloxacillin (as sodium)
ING_03fd04f5129ad7444cf3,Epinephrine (as hydrochloride),epinephrine (as hydrochloride)
ING_ba34a2222f050c3ea2bc,Epinephrine (As Hydrochoride),epinephrine (as hydrochoride)
ING_e4152816ca26def2160f,Indomethacin,indomethacin
ING_178fe3e69d2b49a33039,Potassium Citrate,potassium citrate
ING_45a42118936f1a93e615,Cloxacillin (as Sodium Monohydrate),cloxacillin (as sodium monohydrate)
ING_7fff0a7f01edf281035a,Desferrioxamine mesilate,desferrioxamine mesilate
ING_55e236f51893abc3137f,Ginkgo Biloba EGb 761,ginkgo biloba egb 761
ING_9b4055f14bf8e6880f35,Sumatriptan,sumatriptan
ING_406aa2d70923c7db6868,Sodium Choride 0.65% Buffered Solution Nasal Spray,sodium choride 0.65% buffered solution nasal spray
ING_d626054ce936dd7bba77,Ferrous Fumarate (49.5mg elemental iron),ferrous fumarate (49.5mg elemental iron)
ING_81836589c9d77cda514a,Thiamine Mononitrate (Vit. B),thiamine mononitrate (vit. b)
ING_4cec09ef5f5a7b87f0ff,Siver Sulfadiazine,siver sulfadiazine
ING_727887f4f2b1de9aa53d,Cerium Nitrate,cerium nitrate
ING_4a9b33bf7f9fdf616dbd,Multivitamins With Taurine,multivitamins with taurine
ING_0e4682a23de33f87ef2b,L-Ornithine-L-Aspartate,l-ornithine-l-aspartate
ING_9b2b8f0ea017582a51bd,Ferrous Fumarate (Equivalent To 107.25 Mg Elemental Iron),ferrous fumarate (equivalent to 107.25 mg elemental iron)
ING_57ede2a580204e6db307,Cefotaxime (As Sodium),cefotaxime (as sodium)
ING_155f21a55d08af32f121,Carbomer,carbomer
ING_4688af8443c04d86d380,Desogestrel,desogestrel
ING_ce0e1710823c2444274e,Vitamin B1 (Thiamine Hydrochloride),vitamin b1 (thiamine hydrochloride)
ING_51df22669eff866224bd,Vitamin B6 (Pyridoxine Hydrochloride),vitamin b6 (pyridoxine hydrochloride)
ING_a98900ba5a9c8085f5a8,Vitamin B12 (Cyanocobalamin),vitamin b12 (cyanocobalamin)
ING_44bc82a81577f9c2bfe0,Hydroquinone,hydroquinone
ING_ad55af0ca1664ee9be24,Indapamide,indapamide
ING_23c596e3f4f5f83fbb6f,Dexpanthenol,dexpanthenol
